"ID","Potency","Smiles"
297367,0,"Clc1ccc(CN2COc3c(cc(Cl)c4cccnc34)C2)c(Cl)c1"
297368,0,"Clc1ccc(CN2COc3c(ccc4ccccc34)C2)cc1Cl"
297369,0,"Clc1ccc(CN2COc3c(ccc4ccccc34)C2)cc1"
297370,0,"c1ccc(CN2COc3c(ccc4ccccc34)C2)cc1"
297371,0,"COc1ccc(CN2COc3c(ccc4ccccc34)C2)cc1"
297557,0,"COc1[nH]c(C(O)C2OC(C)(C)OCC2O)nc1C#N"
297576,0,"Cc1cc(=O)n2c(nc3cc(C)c(C)cc32)s1"
297577,0,"CC1=CC(=O)N2CCN=C2S1"
297583,0,"COc1[nH]c(C(O)C2OC(C)(C)OCC2O)nc1C#N"
297588,0,"Cc1cc(C)c(SSc2nnnn2C)c(C)c1"
297589,0,"Cc1cc(C)c(SSc2nnnn2-c2ccccc2)c(C)c1"
297590,0,"Cc1ccc(SSc2nnnn2C)cc1"
297591,0,"Cc1cc(C)c(S(=O)(=O)Sc2nnnn2C)c(C)c1"
297592,0,"Cc1cc(C)c(S(=O)(=O)Sc2nnnn2-c2ccccc2)c(C)c1"
297593,0,"Cc1ccc(S(=O)(=O)Sc2nnnn2C)cc1"
297594,0,"Cc1ccc(S(=O)(=O)Sc2nnnn2-c2ccccc2)cc1"
297611,0,"CS1(=O)=NC(=N)c2ccccc21"
297612,0,"CS1(=O)=N/C(=N\C#N)c2ccccc21"
297613,0,"N#C/N=C1\N=S(=O)(c2ccccc2)c2ccccc21"
297614,0,"CS1(=O)=N/C(=N\C(=O)Nc2ccccc2)c2ccccc21"
297615,0,"C=CCNC(=S)/N=C1\N=S(C)(=O)c2ccccc21"
297623,0,"CC1CC2Oc3ccc(Cl)cc3C(=O)N2O1"
297626,0,"Clc1ccccc1CN1COc2c(ccc3ccccc23)C1"
297813,0,"COc1ccc2[nH]c3cc4c(=O)c5cc(OC)ccc5[nH]c4cc3c(=O)c2c1"
297814,0,"CCOC(=O)c1cc(Cl)cc2c(=O)c3c(O)c4[nH]c5c(C(=O)OCC)cc(Cl)cc5c(=O)c4c(O)c3[nH]c12"
297830,0,"O=C(CC1(O)C(=O)Nc2ccccc21)c1ccc(Cl)cc1"
297843,0,"O=C1OCCOCCSCCOCCOC(=O)c2cccc1n2"
297844,0,"O=C1OCCSCCOCCSCCOC(=O)c2cccc1n2"
297850,0,"O=C1OCCOCCOCCOCCOCCOCCOC(=O)c2cccc1n2"
297861,0,"O=C1OCCOCCOCCOCCOC(=O)c2cccc1c2"
297912,0,"O=c1c2c([nH]n1-c1ccccc1)-c1ccccc1CS2"
297913,0,"O=c1[nH][nH]c2c1SCc1ccccc1-2"
297935,0,"CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12"
298181,0,"CN(C)C12CCCCCCC1S(=O)(=O)C2"
298211,0,"CC(C)N1C(=O)C(C#N)=C(c2ccccc2)SC1c1ccccc1"
298212,0,"CC(C)/N=c1\sc(-c2ccccc2)c(C#N)c(=O)n1C(C)C"
298224,0,"COC1=CC(O)(CC(N)=O)c2ccccc2C1=O"
298228,0,"COC1=CC2C3Cc4c(-c5cc(OC)c(O)c6c5CC5C7C=C(OC)C(=O)CC67CCN5C)cc(OC)c(O)c4C2(CCN3C)CC1=O"
298229,0,"COC1=CC2C3Cc4c(-c5cc(OC)c(O)c6c5CC5C7C=C(OC)C(=O)CC67CCN5C)cc(OC)c(O)c4C2(CCN3C)CC1=O"
298244,0,"S=C(c1cc(Br)ccc1Br)N1CN2CCN(C2)C1"
298252,0,"CC12C=C3CC(OC(=O)c4ccccc4)CCC3(O1)c1ccccc12"
298253,0,"COc1cc2c(cc1OC)C13CCC(O)CC1=CC2(C)O3"
298283,0,"COc1ccc(C2(c3ccc(OC)cc3)N=NC3(C)CC32)cc1"
298320,0,"C[S+](C)c1ccccc1NC(C)(C)C"
298364,0,"CN1C(=O)CC(Sc2ccccc2)c2ccccc21"
298365,0,"CN1C(=O)CC(Sc2ccccc2)c2cc(Cl)ccc21"
298497,0,"O=C(CC1(O)C(=O)N(CN2CCCCC2)c2ccccc21)c1ccccc1"
298800,0,"S=C1Cc2[nH]c(=S)sc(=S)c2C(=S)N1"
298802,0,"S=C1SC2(CCCC2)NC2=C1CCC2"
298808,0,"O=c1c(Cl)c2cc3c(cc2c2ccccc12)nc1cccnc1n3C1CCCCC1"
298817,0,"NC1C2CC3CC(C2)CC1(N)C3"
298873,0,"CCC1=C(c2ccc(OC)cc2)CCC2(CCNC2)C1C"
298893,0,"N#CC1=C(C#N)CCC2(C#N)C3C=CC(O3)C2(C#N)CC1"
299119,0,"C=C(C)CN1C(=O)C(C)S/C1=N\N=C1/SCC(=O)N1C"
299132,0,"O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O"
299133,0,"CCCC1(CC(=O)O)OCCc2c1[nH]c1ccccc21"
299172,0,"COCN(COC)c1nc(CCC(Br)(Br)Br)nc(N(COC)COC)n1"
299187,0,"O=C1c2ccccc2C(=O)c2c(NCCNCCO)ccc(O)c21"
299190,0,"COc1cc2c[n+]3ccc4cc(OC)c(OC)cc4c3cc2cc1O"
299383,0,"FC(F)(F)c1cccc(N(c2nc(Cl)nc(Cl)n2)c2nc(Cl)nc(Cl)n2)c1"
299385,0,"CC1=CSC2=NCCCCN12"
299467,0,"CCCOC(=O)Nc1ccc2nc(N(C)C)sc2c1"
299514,0,"CCOC(=O)Nc1ccc2[nH]c(-c3cscn3)nc2c1"
299533,0,"Cc1c2cccc1CSCc1cccc(c1C)CSC2"
299545,0,"C=C1C(=O)OC2C=C(CO)C(OC(C)=O)CC(O)C(C)=CC(OC(=O)C(C)CC)C12"
299582,0,"CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1"
299585,0,"CN(C)CCNC(c1ccccc1)C(O)c1ccccc1"
299586,0,"NCCCCNC(c1ccccc1)C(O)c1ccccc1"
299879,0,"COc1cc2oc(=O)cc(C)c2cc1[N+](=O)[O-]"
299922,0,"CC1(C)CC2C=C(C=O)C3(C=O)CC3(C)C2C1"
299933,0,"C=C(OC1C(C)=C2C(C1OC(=O)CCCCCCC)C(C)(OC(C)=O)CC(OC(=O)CCC)C1(O)C2OC(=O)C1(C)O)/C(C)=C\C"
299967,0,"CCOC(=O)Cc1csc2nc(-c3ccccc3)nn12"
299968,0,"CCOC(=O)/C(=N\O)C1=CSC2=NNC(C)(C)N12"
299972,0,"O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1"
300279,0,"N=c1ccn2c(n1)OC1C(OC(=O)C34CC5CC(CC(C5)C3)C4)C(COC(=O)C34CC5CC(CC(C5)C3)C4)OC12"
300287,0,"Cc1cnc2c(c1)CCCC2C(N)=S"
300288,0,"CN(C)CCN1C(=O)c2cccc3cc([N+](=O)[O-])cc(c23)C1=O"
300289,0,"O=C1c2cccc3cc([N+](=O)[O-])cc(c23)C(=O)N1CCN1CCCC1"
300395,0,"COC(=O)Nc1nc(O)c2cc(SC)ccc2n1"
300541,0,"O=c1/c(=C/C=C\c2ccccc2)sc2n1CCN=2"
300542,0,"COCCCNC1=C(C#N)C(=O)NC(c2cccc([N+](=O)[O-])c2)S1"
300543,0,"COCCCNC1=C(C#N)C(=O)NC2(CCCC2)S1"
300548,0,"COc1ccccc1/N=C1\SCC(=O)N1Cc1ccco1"
300580,0,"CN(C)CCOc1cccc2c1C(=O)c1ccccc1C2=O"
300621,0,"CCN1C(=O)C(N2CCCCC2)S/C1=C\C(=O)O"
300622,0,"CCOC(=O)/C=C1\SC(N2CCCCC2)C(=O)N1CC"
300842,0,"CN(C)P1(=O)OCC(C(C)(C)C)CN1c1ccccc1"
300907,0,"O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2"
300919,0,"O=S1(=O)C(c2ccccc2)=C(O)c2cc3ccccc3nc21"
300920,0,"O=S1(=O)C(c2cccc(F)c2)=C(O)c2cc3ccccc3nc21"
300921,0,"O=S1(=O)C(c2ccc(F)cc2)=C(O)c2cc3ccccc3nc21"
300923,0,"OC1(c2cccc(Cl)c2)C2=NCCCN2c2ccccc21"
301166,0,"O=S1(=O)C(c2cccc(C(F)(F)F)c2)=C(O)c2cc3ccccc3nc21"
301189,0,"O=[N+]([O-])c1ccc(-c2csc(=[N+]3CCCCC3)s2)cc1"
301196,0,"O=C1OC2CSCC2O1"
301197,0,"O=C1OC2CS(=O)CC2O1"
301198,0,"CC(=O)OC1SCC2OC(=O)OC21"
301199,0,"O=C1OC2CS(=O)CC2O1"
301200,0,"CC(=O)OC1SC(OC(C)=O)C2OC(=O)OC12"
301457,0,"CC1(C)CCC(c2cc(O)c3c(c2O)C(=O)C=CC3=O)O1"
301467,0,"O=C(Cn1ccnc1[N+](=O)[O-])NCCO"
301477,0,"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC)C(C)O1"
301503,0,"CCC(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)C(O)CC(=O)NC(C)C(=O)NC(CC(C)C)C(O)CC(=O)O)C(C)C)C(C)C"
301739,0,"O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21"
301771,0,"CCCCCC#CC1OC12CCCCC2"
302035,0,"C=C1C(=O)OC2C=C(COC(C)=O)CCC(OC(C)=O)C3=CC(OC3=O)C12"
302072,0,"COc1ccc(C)cc1C(=C=C=C=C(c1cc(C)ccc1OC)c1ccccc1OCc1ccccc1)c1ccccc1OCc1ccccc1"
302073,0,"CC(C)(Cc1ccccc1)C(=C=C=C=C(c1ccccc1)C(C)(C)Cc1ccccc1)c1ccccc1"
302079,0,"CC(=O)N(CC(=O)Nc1ccc(S(N)(=O)=O)cc1)C(C)C"
302080,0,"CCCC(C)N(CC(=O)Nc1ccc(S(N)(=O)=O)cc1)C(C)=O"
302327,0,"CC1(C)NC(=N)NC(=N)N1c1cccc(N)c1"
302358,0,"COc1ccc(-c2csc(=[N+]3CCCCC3)s2)cc1"
302373,0,"O=C1CC2(C(=O)O1)C1C(=O)OC(=O)C1C1c3ccccc3C=NN12"
302374,0,"O=C1CC2(C(=O)O1)C1C(=O)OC(=O)C1C1C=CC=NN12"
302380,0,"C1=NCCNc2nc3ccccc3cc2C=NCCNc2nc3ccccc3cc21"
302381,0,"CSc1nc2cc(Cl)ccc2c2c1C=NCCN2"
302574,0,"Cn1c2ccccc2c(=S)c2c(O)cc3c(c21)C=CC(C)(C)O3"
302651,0,"O=C(Cn1ccnc1[N+](=O)[O-])c1ccccc1"
302682,0,"C1C[N+]23CCC[N+]2(C1)CCC3"
302683,0,"OCCC[N+]12CCCN1CCC2"
302851,0,"NCC(SSC(CN)C(=O)O)C(=O)O"
302960,0,"CC(=O)Nc1cc(NC(C)=O)c(N=O)c(NC(C)=O)n1"
302962,0,"CC(C)(CO)C(O)C(=O)NCCCO"
302996,0,"NC(=O)c1n[nH]c(C2OC(CO)C(O)C2O)n1"
303007,0,"Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=[N+]([O-])C2"
303245,0,"CCOC(=O)c1cn(C)c2c1C(O)=C(C(=O)OC)CC(=O)N2"
303246,0,"CCOC(=O)c1cn(C)c2c1C(=O)C(C(=O)OCC)CCN2C(=O)OCC"
303254,0,"CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1"
303299,0,"CC1(c2cc(Cl)c(Cl)cc2Cl)NC(=O)NC1=O"
303301,0,"O=C(CCCN1CCC(C(=O)c2ccc(F)cc2)CC1)c1ccc(F)cc1"
303574,0,"COC(=O)C1(Cc2ccccc2)N=C(c2ccccc2)OO1"
303584,0,"COc1ccc(-c2noc(=O)c3ccccc23)cc1"
303599,0,"NC(CCCCNCC(N)C(=O)O)C(=O)O"
303601,0,"CCC/[N+]([O-])=C/c1ccc([N+](=O)[O-])o1"
303603,0,"O=[N+]([O-])c1ccc(/C=[N+](\[O-])CCO)o1"
303611,0,"CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1"
303719,0,"C[Si](C)(C)O/C=C1/CCOC1=O"
303812,0,"CC1(CO)C(O)CCC2(C)C1CCC1CC3CC12CCC3(O)COC(=O)CN"
303854,0,"COc1ccc(C2=NC(c3ccccc3)N3C(c4ccccc4)NC(c4ccccc4)C2C3c2ccccc2)cc1"
303856,0,"CCOC(=O)CCCCCNc1nc(Cl)nc(Cl)n1"
303858,0,"CC(C)[N+](C)(C)CC(O)COc1cccc2ccccc12"
303861,0,"CCOC(=O)C(N)CSC(=O)NC"
303872,0,"CCC(c1ccccc1)c1noc(CCN(CC)CC)n1"
304121,0,"CCn1c(=O)[nH]c(=O)c2conc21"
304143,0,"C=C(C)C(C(=O)OC(c1ccccc1)c1ccccc1)N1C(=O)C(NC(=O)COc2ccccc2)C1SSc1nc2ccccc2s1"
304467,0,"CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3"
304665,0,"C=C1C2CCC3(C4CC5C6(C)CCCC5(C(O4)N(CCO)C6)C3C2)C1O"
304674,0,"C=C1C2CCC3C(CCC4C5(C)CCCC43C3OCCN3C5)(C2)C1O"
304682,0,"N=c1[nH]c2cc([N+](=O)[O-])cnc2s1"
304689,0,"COC(OC)/C(C)=N\NC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1"
304711,0,"C[N+]12CN3CN(CP(C3)C1)C2"
304712,0,"C[N+]12CN3CN(C1)CP(=O)(C3)C2"
305222,0,"C=C1C(C)C2C(Cc3ccccc3)NC(=O)C23C(OC(C)=O)C=CC(C)(O)CC(C)CC=CC3C1O"
305227,0,"Cc1cc2c(cc1Br)C1(C)CCC(C)C1(C)O2"
305481,0,"O=C1OC(=O)C2C1C(c1ccc(Cl)cc1)N1C3C(=O)OC(=O)C3C(c3ccc(Cl)cc3)N21"
305482,0,"O=C1OC(=O)C2C1C(c1ccc([N+](=O)[O-])cc1)N1C3C(=O)OC(=O)C3C(c3ccc([N+](=O)[O-])cc3)N21"
305483,0,"O=C(O)C1C(C(=O)O)N2C(c3ccccc3)C(C(=O)O)C(C(=O)O)N2C1c1ccccc1"
305489,0,"COc1cc2c(cc1O)C1C(O)C(O)C=C3CCN(C2)C31"
305503,0,"COC1OC2C(CO)OC(n3ncc4c3ncn3cnnc43)C2O1"
305520,0,"COc1nc(N)c2c3c([nH]c2c1C#N)C(C)(C)c1ccccc1N3C"
305532,0,"CCn1c2c(c3ccccc31)CCSC2(C)CCN(C)C"
305821,0,"Cc1cc(C)c2nc3c(c(C(O)C4CCCCN4)c2c1)CC/C3=C/c1ccc(Cl)cc1"
305938,0,"O=S(=O)(c1ccccc1)N1CC2(CN(S(=O)(=O)c3ccccc3)c3ccccc31)CN(S(=O)(=O)c1ccccc1)c1ccccc1N(S(=O)(=O)c1ccccc1)C2"
305941,0,"CCN(CC)c1c(C)nnc2c(-c3ccccc3)cnn12"
305978,0,"COC1C=CC=C(C)C(=O)NC2=CC(=O)C=C(C2=O)C(OC)C(C)CC(OC)C(OC)C(C)C=C(C)C1OC(N)=O"
305996,0,"CP1(=O)CC(=O)CCCCC(=O)C1"
306385,0,"O=C1NC(O)c2cc(CO)ccc2O1"
306420,0,"CCCCCCOC(=O)Nc1nnc(SSC2=NN=CC2NC(=O)OCCCCCC)s1"
306431,0,"CCCCCCCCCCCCCCCCNCCCS(=O)(=O)O"
306488,0,"CCCCCSSSCCCCC"
306489,0,"CCCCCCCCCCCCSSSCCCCCCCCCCCC"
306495,0,"ClC(Cl)(Cl)SSC(=Nc1ccccc1)SSC(Cl)(Cl)Cl"
306497,0,"Cc1ccc(N=C(SSC(Cl)(Cl)Cl)SSC(Cl)(Cl)Cl)cc1"
306498,0,"Cc1ccc(SSC(=S)Nc2ccccc2)cc1"
306735,0,"O=Nc1cnc(O)nc1O"
306741,0,"O=C(CC(=O)N1CCN(c2ccccn2)CC1)N1CCN(c2ccccn2)CC1"
306843,0,"Cn1cc/c(=N/N=c2/ccn(C)c3ccccc23)c2ccccc21"
306951,0,"CC1=CCCC2C1(C)CCC(C)C2(C)Cc1cc(O)ccc1O"
306962,0,"O=C(O)c1cnc2cc(O)ccc2c1O"
307138,0,"C1=NCCN=Cc2ccccc2NCCNc2ccccc21"
307143,0,"N#CC1=C(C#N)N=Cc2ccccc2NCCNc2ccccc2C=N1"
307146,0,"C1=Nc2ccccc2N=Cc2ccccc2NCCNc2ccccc21"
307713,0,"Cc1ccc(NC(=O)Nc2sc(=S)c3c(c2C#N)CCCC3)c(C)c1"
308568,0,"CC1=NC(=O)CC2=C1C(C)N(Cc1ccccc1)C2=O"
308597,0,"CCOC(=O)/C=C(/C)NCCSSCCN/C(C)=C\C(=O)OCC"
308600,1,"CC12CC(=O)NC(=O)N1CCS2"
308782,0,"CC(=O)OCCSSCCOC(C)=O"
308798,0,"Clc1nc(Cl)nc(N2CCCc3ccccc32)n1"
308845,0,"COc1cc2c3c(cccc3c1)C(=O)N(CCN(C)C)C2=O"
308846,0,"COc1cc2c3c(cccc3c1)C(=O)N(CCN1CCCC1)C2=O"
308848,0,"CCN(CC)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O"
308849,0,"Nc1cc2c3c(cccc3c1)C(=O)N(CCN1CCCC1)C2=O"
308880,0,"CC1(C)CCCC(C)(C2CCC3(C)C2C(O)CC2C4(C)CCC(O)C(C)(C)C4C(O)CC23C)O1"
308905,0,"CC[N+](C)(CC)CCSC1=Nc2ccccc2N=C(c2ccc(Sc3ccccc3)cc2)C1"
308906,0,"S=C1CC(c2ccc(Sc3ccccc3)cc2)=Nc2ccccc2N1"
309390,0,"CN1C(=O)NC2(C1=O)C(=O)N(C)C(=O)N2C"
309401,0,"Nc1ccc(Cn2ccc3c4c(N)nc(N)nc4ccc32)cc1"
309692,0,"O=C1OCc2c1cc1cc3c(cc1c2-c1ccc2c(c1)OCO2)OCO3"
309699,0,"O=S1(=O)Cc2ccccc21"
309705,0,"CC=C=CCN(C)Cc1ccccc1"
309706,0,"CC(C)=C=CCN(C)Cc1ccccc1"
309708,0,"CC=C=C(C)CN"
309861,0,"COC(=O)C(C)NC1=C(Cl)C(=O)C(NC(C)C(=O)OC)=C(Cl)C1=O"
309877,0,"COc1cc2c(cc1OC)C(c1ccc(/N=C\c3ccc(N(C)C)cc3)cc1)N(C(=S)Nc1cc(Cl)ccc1Cl)CC2"
309882,0,"S=C(Nc1ccc(Cl)c(Cl)c1)N1c2ccccc2-n2cccc2C1c1cccnc1"
309900,0,"Clc1ccc(NC2=NCCN=C(Nc3ccc(Cl)c(Cl)c3)SS2)cc1Cl"
309901,0,"Clc1cccc(NC2=NCCN=C(Nc3cccc(Cl)c3)SS2)c1"
310106,0,"CCN(CC)CCN(CC)CC(=O)Nc1ccccc1Cl"
310111,0,"O=C(NCCCCCCNC(=O)NCc1ccco1)NCc1ccco1"
310203,0,"CC(C)(C)c1ccc(OP(=S)(NN)Oc2ccc(C(C)(C)C)cc2)cc1"
310213,0,"C[S+](C)c1ccc(Cl)cc1"
310290,0,"Cn1c(=O)c2nc(-c3ccc(Cl)cc3)oc2n(C)c1=O"
310324,0,"C=C1S/C(=N\c2ccccc2Cl)N(C(=O)c2sc3ccccc3c2Cl)C1(C)C"
310327,0,"Fc1ccc(N(c2nc(Cl)nc(Cl)n2)c2nc(Cl)nc(Cl)n2)cc1"
310329,0,"C=C1S/C(=N\c2c(C)cccc2C)N(c2nc(Cl)nc(Cl)n2)C12CCCCC2"
310330,0,"C=C1S/C(=N\c2cccc(OC)c2)N(c2nc(Cl)nc(Cl)n2)C12CCCCC2"
310331,0,"C=C1S/C(=N\c2cccc(OC)c2)N(c2nc(Cl)nc(Cl)n2)C1(C)C"
310332,0,"C=C1S/C(=N\c2ccc(Cl)cc2)N(c2nc(Cl)nc(Cl)n2)C12CCCCC2"
310359,0,"CC1N=C(SCC(=O)c2ccc(Cl)cc2)N2C(C)N=C(SCC(=O)c3ccc(Cl)cc3)N12"
310360,0,"CC1N=C(SCc2ccc(Cl)cc2)N2C(C)N=C(SCc3ccc(Cl)cc3)N12"
310361,0,"CC1N=C(SCC(=O)c2ccc(F)cc2)N2C(C)N=C(SCC(=O)c3ccc(F)cc3)N12"
310526,0,"O=C1CCCC(C(Sc2ccccc2)(Sc2ccccc2)Sc2ccccc2)C1"
310529,0,"O=C(CC(c1ccccc1)C(Sc1ccccc1)(Sc1ccccc1)Sc1ccccc1)c1ccccc1"
310530,0,"O=C1CCC(C(Sc2ccccc2)(Sc2ccccc2)Sc2ccccc2)C1"
310532,0,"CC(CC(=O)c1ccccc1)C(Sc1ccccc1)(Sc1ccccc1)Sc1ccccc1"
310533,0,"C(=C(Sc1ccccc1)Sc1ccccc1)C(Sc1ccccc1)c1ccccc1"
310776,0,"CC(C)CC(N)C(=O)NC(C(N)=O)c1ccc(O)cc1"
310801,0,"Cc1ccc(S(=O)(=O)N2CCCN(S(=O)(=O)c3ccc(C)cc3)CCSCCCSCC2)cc1"
310802,0,"C1CNCCSCCCSCCNC1"
310839,0,"O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1"
311040,0,"COC1=CC(=O)C(O)=C(CC2(C)C(C)CCC3(C)C2CCCC3(C)C)C1=O"
311478,0,"COC(=O)Nc1cn2ccc(Sc3ccccc3)cc2n1"
311480,0,"COC(=O)Nc1cn2ccc(C(Cl)=C(Cl)Cl)cc2n1"
311481,0,"COC(=O)Nc1cn2cc(C(=O)c3cccs3)ccc2n1"
311588,0,"S=C1NC2=S(N=C(Nc3ccccc3)N2c2ccccc2)S1"
311591,0,"CC1=CC(=O)N2Cc3cc(Cl)ccc3N=C2N1"
311941,0,"CSCC1(O)CCCCC1"
311943,0,"CC(=O)OC1(CSc2ccccc2)CCCCC1"
311945,0,"CC(Sc1ccccc1)C(=O)N1CCCC1"
311947,0,"CC(=O)N(O)c1ccc(Cl)cc1"
311952,0,"CC(=O)N(O)c1ccccc1-c1ccccc1"
311953,0,"N#Cc1ccc(N(O)C(=O)c2ccccc2)cc1"
312601,0,"O=C(c1ccccc1)C(SSC(C(=O)c1ccccc1)C(=O)c1ccccc1)C(=O)c1ccccc1"
312630,0,"CC(=O)NC(C(=O)O)C(C)(C)SN=O"
312905,0,"O=C1NC2CSC(CCCCC(=O)N(CCP(c3ccccc3)c3ccccc3)CCP(c3ccccc3)c3ccccc3)C2N1"
313157,0,"Cc1cc(NCCCCCCNc2cc(C)nc3cc(N(C)C)ccc23)c2ccc(N(C)C)cc2n1"
313410,0,"O=C(O)P(=O)(O)O"
313680,0,"COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1"
313681,0,"O=c1[nH]c2ccccc2n1C1CCN(CCOc2ccccc2)CC1"
314055,0,"O=C(Cn1ccnc1[N+](=O)[O-])N(CCO)CCO"
314259,0,"CCOC(=O)c1sc(SSc2sc(C(=O)OCC)c(C)c2[N+](=O)[O-])c([N+](=O)[O-])c1C"
314622,0,"COc1cc2c3c(n(C)c(=O)c2cc1OC)-c1cc2c(cc1C3=O)OCO2"
314646,0,"Cc1nnc2n1N=C1CC(C)(C)CC(=O)C1S2"
314647,0,"CC1(C)CC2=Nn3c(nnc3C(F)(F)F)SC2=C(O)C1"
314649,0,"O=C1Cc2ccccc2N1C1c2ccccc2C=Cc2ccccc21"
314862,0,"CN(C)P1(=O)NCC(C(C)(C)C)CO1"
314863,0,"CN(C)P1(=S)NCC(C(C)(C)C)CO1"
315139,0,"C=CC[N+](CC)(CC)Cc1ccc(C[N+](CC)(CC)CC=C)cc1"
315247,0,"CN(C)c1ccc2c3c(c(=O)oc2c1)CCC3"
315533,0,"C[Si](C)(C)O/C=C1/CCCCC1=O"
315851,0,"CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1"
315858,0,"N#CN/C(=N\c1cccnc1)NCC1CCCO1"
316069,0,"CC1CCC2(OC2(C)C)C(=O)C1"
316092,0,"COc1ccc(CN2CCCN(Cc3ccc(OC)cc3)S2)cc1"
316093,0,"Clc1ccc(CN2CCCN(Cc3ccc(Cl)c(Cl)c3)S2)cc1Cl"
316157,0,"O=C1c2ccccc2C(=O)c2c(O)c(NCCNCCO)cc(O)c21"
316158,0,"O=C1c2ccccc2C(=O)c2c(O)c(NCCCNCCO)cc(O)c21"
317016,1,"O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCCCO)ccc(NCCCCO)c21"
317017,1,"O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCCO)ccc(NCCCO)c21"
317597,0,"CC1(C)CCCC2C1=NOC2O"
317608,0,"O=C(O)CCC(=O)NCCOC(=O)CCC(=O)O"
317877,0,"O=[N+]([O-])c1cc(Br)cc2c1[nH]c1nc3ccc(C(F)(F)F)cc3nc12"
317926,0,"S=C(Oc1ccccc1)SSC(=S)Oc1ccccc1"
318193,0,"CC1c2c(cc(OC(=O)c3cccc(S(=O)(=O)F)c3)nc2OC(=O)c2cccc(S(=O)(=O)F)c2)C(=O)N1Cc1ccccc1"
318534,2,"CCOC(=O)NN(C(=O)OCC)C(=C(C1CCCCC1)N1CCOCC1)N(NC(=O)OCC)C(=O)OCC"
318535,0,"CCOC(=O)NN(C(=O)OCC)C(C(=O)C1CCCCC1)N(NC(=O)OCC)C(=O)OCC"
318797,0,"N=c1ccn2c(n1)OC1C(O)C(CCl)OC12"
318807,0,"C/C(=N/NC(=S)N1CCCCCC1)c1ccccn1"
318814,0,"N#Cc1c(Br)n(C2OC(CO)C(O)C2O)c2ncn3ccnc3c12"
319048,0,"CCSc1ccc2c3c(cccc13)C(=O)N(CCc1ccccn1)C2=O"
319073,0,"Cc1c2c(C#N)nccc2c(C)c2c1c1ccccc1n2Cc1ccccc1"
319434,0,"COc1ccc(CSC2=C(C#N)C(=O)NC3(CCCCC3)S2)cc1"
319442,0,"COc1cccc(C2NC(=O)c3c([nH][nH]c3=N)S2)c1O"
319447,0,"COc1cc2oc3ccccc3c(=O)c2cc1CSc1ccccc1N"
319448,0,"CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc([N+](=O)[O-])s1"
319474,0,"Cc1c2ccnc(C#N)c2c(C)c2c1[nH]c1ccccc12"
319662,0,"Cc1[nH]nc(-c2ccon2)c1N=O"
319693,0,"CC1C(=O)C(C)C(c2ccccc2)NC1c1ccccc1"
319725,0,"C/C(=N/NC(=S)N(C)C)c1ccccn1"
319726,0,"C/C(=N/NC(=S)N1CCC1)c1ccccn1"
319951,0,"CN(C)c1nc(N(C)C)n2nc(-c3ccccc3[N+](=O)[O-])nc2n1"
319952,0,"CN(C)c1nc(N(C)C)n2c(-c3ccccc3[N+](=O)[O-])nnc2n1"
319953,0,"O=[N+]([O-])c1ccccc1-c1nc2nc(N3CCOCC3)nc(N3CCOCC3)n2n1"
320017,0,"CC(=O)OCC12CCC(C)=CC1OC1C3(O)N=C(C)OC3C2(C)C12CO2"
320037,0,"Cc1nnc2sc3c(Cl)c4nn5c(C)nnc5sc4c(Cl)c3nn12"
320038,0,"Cc1nnc2n1N=C(c1ccc(O)c(O)c1O)CS2"
320039,0,"CCc1nnc2n1N=C(c1ccc(-c3ccccc3)cc1)CS2"
320253,0,"CCc1nnc2sc3c(Cl)c4nn5c(CC)nnc5sc4c(Cl)c3nn12"
320254,0,"Oc1ccccc1-c1nnc2sc3c(Cl)c4nn5c(-c6ccccc6O)nnc5sc4c(Cl)c3nn12"
320255,0,"Oc1ccccc1-c1nnc2n1N=C(c1ccc(-c3ccccc3)cc1)CS2"
320301,0,"COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1C(NC(=O)C(F)(F)F)CC2"
