Name	ISIZ	IAC	AAC	ZM1	ZM1V	ZM2	ZM2V	Qindex	SNar	HNar	GNar	Xt	Dz	Ram	Pol	LPRS	VDA	MSD	SMTI	SMTIV	GMTI	GMTIV	Xu	SPI	W	WA	RDSUM	Har	QW	TI1	TI2	HyDp	RHyDp	w	ww	Rww	D/D	Wap	WhetZ	Whetm	Whetv	Whete	Whetp	J	JhetZ	Jhetm	Jhetv	Jhete	Jhetp	MAXDN	MAXDP	DELS	TIE	X0	X1	X2	X3	X4	X5	X0A	X1A	X2A	X3A	X4A	X5A	X0v	X1v	X2v	X3v	X4v	X5v	X0Av	X1Av	X2Av	X3Av	X4Av	X5Av	X0sol	X1sol	X2sol	X3sol	X4sol	X5sol	XMOD	RDCHI	RDSQ	S0K	S1K	S2K	S3K	PHI	BLI	PW2	PW3	PW4	PW5	PJI2	CSI	ECC	AECC	DECC	MDDD	UNIP	CENT	VAR	BAC	Lop	ICR	IDE	IDM	IDDE	IDDM	IDET	IDMT	IVDE	IVDM	HVcpx	HDcpx	Uindex	Vindex	Xindex	Yindex	IC0	TIC0	SIC0	CIC0	BIC0	IC1	TIC1	SIC1	CIC1	BIC1	IC2	TIC2	SIC2	CIC2	BIC2	IC3	TIC3	SIC3	CIC3	BIC3	IC4	TIC4	SIC4	CIC4	BIC4	IC5	TIC5	SIC5	CIC5	BIC5	LP1	STN	Eig1Z	Eig1m	Eig1v	Eig1e	Eig1p	SEigZ	SEigm	SEigv	SEige	SEigp	AEigZ	AEigm	AEigv	AEige	AEigp	VEA1	VEA2	VRA1	VRA2	VED1	VED2	VRD1	VRD2	VEZ1	VEZ2	VRZ1	VRZ2	VEm1	VEm2	VRm1	VRm2	VEv1	VEv2	VRv1	VRv2	VEe1	VEe2	VRe1	VRe2	VEp1	VEp2	VRp1	VRp2	NGS	MPC03	MPC04	MPC05	MPC06	MPC07	MPC08	MPC09	MPC10	piPC03	piPC04	piPC05	piPC06	piPC07	piPC08	piPC09	piPC10	TPC	piID	PCR	PCD	CID	BID	D/Dr03	D/Dr04	D/Dr05	D/Dr06	D/Dr07	D/Dr08	D/Dr09	D/Dr10	D/Dr11	D/Dr12	T(N..N)	T(N..O)	T(N..S)	T(N..P)	T(N..F)	T(N..Cl)	T(N..Br)	T(N..I)	T(O..O)	T(O..S)	T(O..P)	T(O..F)	T(O..Cl)	T(O..Br)	T(O..I)	T(S..S)	T(S..P)	T(S..F)	T(S..Cl)	T(S..Br)	T(S..I)	T(P..P)	T(P..F)	T(P..Cl)	T(P..Br)	T(P..I)	T(F..F)	T(F..Cl)	T(F..Br)	T(F..I)	T(Cl..Cl)	T(Cl..Br)	T(Cl..I)	T(Br..Br)	T(Br..I)	T(I..I)	Activity	
544-63-8	240.215	50.306	1.143	60	126	58	98	1	9.416	1.714	1.801	.009	34	1	13	70.42	83.375	.426	2488	3610	2203	4214	17.729	58.626	667	5.558	38.525	22.214	667	-37.39	6.419	1471.5	12.782	667	2943	25.564	120	667	653.875	653.889	680.945	653.909	686.376	2.88	2.923	2.923	2.837	2.923	2.821	2.323	3.26	11.928	153.988	12.063	7.77	5.718	3.385	2.217	1.443	.754	.518	.381	.26	.185	.131	10.841	6.988	4.679	2.994	1.94	1.247	.678	.466	.312	.23	.162	.113	12.063	7.77	5.718	3.385	2.217	1.443	47.775	3.067	74.075	38.403	15.636	12.705	14.716	12.416	1.398	.501	.231	.106	.052	1	321	175	10.938	1.945	15.469	63	326	56	34	2.953	2.953	3.626	6.605	3.125	3.968	435.167	4405.717	.868	4.101	3.472	1.534	61.866	.464	.791	1.112	1.143	50.306	.209	4.316	.209	1.564	68.813	.286	3.895	.286	2.095	92.202	.384	3.364	.384	2.75	121.022	.504	2.709	.504	3.363	147.95	.616	2.097	.616	3.919	172.441	.718	1.54	.718	1.989	0	84.742	84.744	88.582	84.747	89.379	.5	.499	-1.906	.497	-2.389	0	0	0	0	0	3.666	.229	82.685	5.168	3.936	.246	64.144	4.009	3.94	.246	63.82	3.989	3.94	.246	63.82	3.989	3.931	.246	64.447	4.028	3.94	.246	63.821	3.989	3.928	.246	64.573	4.036	15	13	12	11	10	9	8	7	6	14	13	12	11	10	9	8	7	136	151	1.11	.169	30.662	16.195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54484-90-1	282.193	78.96	1.579	136	326.444	163	319.333	19	18.087	1.846	2.005	0	56	9	46	125.531	127.692	.229	6958	10874.44	6956	16588.67	24.688	476	1660	5.108	98.228	49.468	1320.529	85.002	3.924	3177	29.817	3972	29994	21.995	155.946	14988	1221.75	1221.754	1652.192	1283.378	1729.267	1.668	2.299	2.299	1.726	2.174	1.662	1.755	6.069	31.928	128.63	18.734	12.525	10.96	9.964	7.762	6.179	.721	.447	.274	.181	.111	.067	15.935	9.736	7.455	6.214	4.367	3.006	.613	.348	.186	.113	.062	.033	19.087	12.934	11.576	10.808	8.842	7.201	82.253	3.6	222.045	87.44	18	7.207	3.33	4.989	1.043	.58	.366	.186	.097	1	514	246	9.462	1.462	23.053	88	1032	92	39	1.721	2.676	3.389	8.117	4.133	4.669	1101.284	13474.55	2.15	5.468	3.203	1.695	44.155	.245	.376	.701	1.579	78.96	.28	4.065	.266	2.939	146.966	.521	2.705	.496	4.383	219.173	.777	1.26	.739	4.934	246.683	.874	.71	.832	4.974	248.683	.881	.67	.839	4.974	248.683	.881	.67	.839	2.517	5.318	98.713	98.714	134.18	103.268	141.119	1.661	1.659	-3.657	1.097	-4.39	0	0	0	0	0	4.067	.156	448.187	17.238	5.017	.193	155.474	5.98	4.999	.192	156.754	6.029	4.999	.192	156.756	6.029	4.989	.192	158.184	6.084	5.004	.192	156.22	6.008	4.982	.192	158.804	6.108	40	55	70	92	107	125	140	154	149	137.75	252.5	463.313	693.219	1096.688	1639.758	2412	2960.156	1617	38772.48	23.978	418.946	52.714	26.241	0	0	0	162.784	0	0	0	178.634	0	0	3	30	11	0	0	0	0	0	24	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
54484-91-2	275.121	83.82	1.711	150	332.049	184	355.444	24	19.592	1.895	2.066	0	57.833	11	50	130.606	129.037	.213	7487	11058.83	7659	16371.3	25.181	425.782	1742	4.963	107.331	53.845	1271.859	116.394	3.17	3231.5	32.549	4914	41045	19.744	142.843	33143	1277.557	1277.22	1819.127	1343.02	1931.162	1.526	2.11	2.111	1.502	2	1.425	1.723	5.685	26.862	119.928	19.181	12.992	11.945	10.918	8.804	7.533	.71	.433	.265	.171	.1	.06	16.978	10.369	8.323	6.869	5.071	3.677	.629	.346	.185	.107	.058	.029	20.035	13.689	12.969	12.005	10.171	8.87	88.178	3.664	250.56	95.334	17.873	6.576	2.866	4.353	1.037	.592	.368	.189	.107	1	535	250	9.259	1.473	24.337	94	946	88	38	1.507	2.696	3.345	8.236	4.459	4.722	1174.103	14346.93	2.106	5.381	3.182	1.707	39.937	.224	.338	.657	1.711	83.82	.305	3.904	.289	3.054	149.663	.544	2.56	.516	4.449	218.001	.792	1.166	.752	4.931	241.611	.878	.684	.833	4.931	241.611	.878	.684	.833	4.931	241.611	.878	.684	.833	2.591	6.843	99.707	99.68	142.59	104.425	152.079	2.201	2.214	-3.109	1.199	-3.603	0	0	0	0	0	4.208	.156	371.93	13.775	5.105	.189	170.95	6.331	5.087	.188	172.478	6.388	5.087	.188	172.465	6.388	5.078	.188	173.773	6.436	5.09	.189	172.411	6.386	5.072	.188	174.269	6.454	45	64	88	125	163	208	262	302	319	149.25	287.625	560.5	926.219	1552.359	2574.703	3903.188	5209.805	3209	82478.63	25.702	893.803	55.57	27.258	0	0	38.608	139.11	0	0	139.471	153.273	87.346	0	7	30	15	0	0	23	0	0	10	12	0	0	19	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
545-06-2	15.51	8.755	1.459	24	58.815	22	45.333	3	2.079	1.263	1.414	.354	13.5	2	3	13.264	9.333	.365	106	198.148	57	142.63	5.308	8.544	28	1.867	9.5	7.083	28	-4.434	1.372	22	3.917	28	44	7.833	15	28	14.723	14.511	24.895	21.286	22.777	3.168	5.793	5.875	3.524	4.078	3.836	2.986	1.757	8.171	1.517	5.207	2.561	2.914	1.061	0	0	.868	.512	.416	.354	0	0	4.849	2.174	2.891	.38	0	0	.808	.435	.413	.127	0	0	6.707	3.311	5.32	1.591	0	0	23.968	1.43	17.639	10.755	6.351	1.874	5.649	1.984	1.305	.592	.2	0	0	.5	24	16	2.667	.444	1.556	6	20	6	20	.918	.918	1.506	3.798	1.792	2.554	22.587	106.341	1.459	2.575	1.647	1.177	11.123	1.203	1.41	5.184	1.459	8.755	.564	1.126	.52	1.792	10.755	.693	.792	.638	1.792	10.755	.693	.792	.638	1.792	10.755	.693	.792	.638	1.792	10.755	.693	.792	.638	1.792	10.755	.693	.792	.638	2.074	0	5.409	5.344	8.474	7.425	7.792	2.084	2.126	-.339	.77	-.022	0	0	0	0	0	2.286	.381	11.637	1.94	2.411	.402	14.407	2.401	2.418	.403	14.219	2.37	2.418	.403	14.214	2.369	2.418	.403	14.245	2.374	2.418	.403	14.289	2.382	2.42	.403	14.212	2.369	7	3	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	21	31	1.476	.113	10.466	6.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
546-80-5	128.382	31.163	1.154	64	106	82	108	13	7.167	1.671	1.919	.028	23	6	15	35.302	25.273	.266	617	842	536	921	10.52	24.125	139	2.527	28.05	18.514	109.143	8.249	1.47	141.5	10.567	263	841	9.083	32.071	610	132.75	132.753	138.766	132.758	139.973	2.134	2.212	2.212	2.137	2.212	2.123	1.157	4.325	9.873	64.756	8.224	5.077	5.239	4.358	3.177	2.247	.748	.423	.262	.161	.096	.066	7.555	4.604	4.63	3.739	2.607	1.636	.687	.384	.232	.138	.079	.048	8.224	5.077	5.239	4.358	3.177	2.247	31.039	2.206	66.042	25.415	7.331	1.881	.801	1.254	1.151	.63	.383	.185	.087	.667	91	45	4.091	.661	4.711	18	80	14	18	1.16	1.573	2.168	5.624	2.845	3.43	119.214	781.771	1.981	3.456	2.181	1.434	15.059	.494	.669	1.7	1.154	31.163	.243	3.601	.238	1.958	52.872	.412	2.797	.403	3.05	82.343	.641	1.705	.628	3.476	93.853	.731	1.279	.716	3.782	102.117	.795	.973	.779	3.782	102.117	.795	.973	.779	2.661	2.639	24.968	24.969	26.027	24.97	26.248	.25	.249	-.953	.248	-1.195	0	0	0	0	0	2.933	.267	44.605	4.055	3.264	.297	44.769	4.07	3.268	.297	44.35	4.032	3.268	.297	44.35	4.032	3.266	.297	44.615	4.056	3.268	.297	44.35	4.032	3.265	.297	44.665	4.06	20	27	33	34	21	7	0	0	0	30	38	43	27	10	0	0	0	165	194	1.176	.327	21.443	11.579	14.757	0	25.474	29.914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461-85-8	122.211	46.132	1.774	54	224	56	199	4	6.474	1.472	1.645	.039	31.5	4	14	48.062	41.231	.307	970	2262	772	3686	13.283	140.812	268	3.436	31.888	18.971	268	-18.632	2.902	354.5	11.031	268	709	22.062	78	268	214.347	214.387	418.716	214.987	484.457	3.911	4.854	4.853	2.541	4.839	2.209	2.416	3.177	19.683	158.953	10.431	5.968	5.405	2.946	2.343	1.335	.802	.497	.36	.21	.156	.111	7.429	3.609	2.807	1.101	.664	.33	.571	.301	.187	.079	.044	.028	10.431	5.968	5.405	2.946	2.343	1.335	40.283	2.312	63.289	35.053	12.091	5.688	5.349	5.29	.902	.557	.275	.146	.071	.75	129	74	5.692	.947	7.361	28	172	24	53	1.834	1.95	2.695	6.098	3.239	3.669	210.203	1634.163	1.854	3.89	2.604	1.488	42.108	.772	1.143	2.282	1.774	46.132	.377	2.926	.373	3.295	85.682	.701	1.405	.693	3.796	98.702	.808	.904	.798	3.796	98.702	.808	.904	.798	3.796	98.702	.808	.904	.798	3.796	98.702	.808	.904	.798	2.208	0	34.449	34.455	67.601	34.548	78.617	1.464	1.462	-5.055	1.447	-6.584	0	0	0	0	0	3.209	.247	48.528	3.733	3.546	.273	48.575	3.737	3.543	.273	48.15	3.704	3.543	.273	48.15	3.704	3.525	.271	49.026	3.771	3.543	.273	48.148	3.704	3.518	.271	49.238	3.788	15	14	15	12	6	4	0	0	0	19	23	17	8	4	0	0	0	91	116	1.275	.282	24.155	13.338	0	0	0	0	0	0	0	0	0	0	16	39	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
5464-79-9	86.439	36.439	1.822	62	160.444	73	157.333	10	8.553	1.895	2.04	.014	26	4	16	40.672	30.167	.264	804	1357.778	752	1962.667	11.711	11.136	181	2.742	31.7	20.296	128.069	8.904	1.384	197	11.657	472	2046	5.417	27.676	1092	114.827	114.835	177.856	127.692	182.425	2.021	3.171	3.171	2.138	2.844	2.118	1.213	2.403	8.947	41.95	8.552	5.809	5.1	4.265	3.717	2.785	.713	.447	.283	.178	.116	.08	7.365	4.331	3.442	2.525	1.912	1.178	.614	.333	.191	.105	.06	.034	8.906	6.217	5.828	4.954	4.483	3.434	40.748	2.388	71.647	37.463	7.799	2.9	1.279	1.885	.999	.572	.35	.203	.105	1	118	57	4.75	.667	4.222	22	98	20	6	1.028	1.73	2.322	5.88	2.855	3.559	153.236	1064.226	1.855	4.06	2.358	1.463	16.975	.434	.609	1.41	1.822	36.439	.422	2.5	.39	3.209	64.174	.742	1.113	.687	3.846	76.929	.89	.475	.823	4.084	81.684	.945	.238	.874	4.084	81.684	.945	.238	.874	4.084	81.684	.945	.238	.874	2.414	3.367	19.842	19.844	31.553	21.936	32.84	1.161	1.16	-1.75	.6	-2.001	0	0	0	0	0	3.214	.268	50.116	4.176	3.416	.285	48.873	4.073	3.417	.285	48.692	4.058	3.416	.285	48.693	4.058	3.371	.281	50.529	4.211	3.421	.285	48.534	4.044	3.352	.279	51.235	4.27	18	24	32	35	30	26	22	10	4	56.25	99.625	156.375	165.938	177.328	193.219	118.969	49.359	226	1079.063	4.775	9.619	24.312	12.493	0	0	19.331	24.989	0	0	37.467	0	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
5466-77-3	261.066	59.041	1.256	92	242	99	219	7	13.405	1.775	1.893	.001	45	4	25	98.859	113.143	.323	4683	7160	4415	9736	21.686	147.902	1188	5.657	63.042	33.693	1092	0	5.645	2599.5	19.833	1404	6879	29.579	181.937	2216	920.667	920.842	1257.536	921.088	1325.13	2.088	2.729	2.728	1.993	2.728	1.891	1.944	4.7	16.828	155.617	15.502	10.189	7.971	6.222	4.159	3.277	.738	.485	.319	.222	.143	.096	13.302	7.68	5.153	3.532	2.025	1.319	.633	.366	.206	.126	.07	.039	15.502	10.189	7.971	6.222	4.159	3.277	63.737	3.425	130.823	60.254	17.61	10.309	7.214	8.645	1.097	.538	.303	.142	.081	.875	472	241	11.476	1.787	19.483	83	633	79	34	2.739	2.951	3.636	7.44	4.202	4.361	763.628	8838.403	1.861	4.931	3.495	1.625	54.159	.314	.512	.805	1.256	59.041	.226	4.298	.22	2.25	105.735	.405	3.305	.394	3.755	176.483	.676	1.8	.657	4.597	216.046	.828	.958	.804	4.868	228.801	.876	.686	.852	4.868	228.801	.876	.686	.852	2.236	1.792	92.02	92.037	125.147	92.061	131.869	.75	.748	-2.859	.745	-3.584	0	0	0	0	0	3.682	.175	269.503	12.833	4.508	.215	103.547	4.931	4.491	.214	104.62	4.982	4.491	.214	104.62	4.982	4.495	.214	104.418	4.972	4.491	.214	104.62	4.982	4.495	.214	104.428	4.973	25	28	29	34	30	25	25	24	19	63.875	95.875	167.125	192.531	230.906	315.617	358.102	220.43	347	2725.578	7.855	26.82	41.247	21.201	0	0	0	84.137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
547-58-0	186.117	64.701	1.797	106	310.444	119	241	14	13.811	1.762	1.93	.001	46.5	7	29	97.542	106.095	.306	4604	8170.111	4522	13688.33	21.35	346.133	1114	5.305	66.958	36.434	880	35.558	4.583	2338	21.489	1546	7844	21.956	153.082	4123	671.771	671.767	1006.593	727.031	1041.209	1.624	2.688	2.688	1.823	2.51	1.748	5.093	3.908	25.522	91.43	15.458	9.859	9.686	6.889	4.932	3.726	.736	.448	.312	.197	.13	.081	12.449	7.568	6.001	3.65	2.098	1.312	.593	.344	.194	.104	.055	.029	15.708	10.754	11.073	7.646	5.448	4.094	71.251	3.333	146.226	67.383	14.003	5.294	3.536	3.53	1.032	.596	.317	.136	.073	.857	443	217	10.333	1.714	18.594	80	548	65	30	1.025	2.697	3.521	7.426	3.463	4.364	739.38	8273.068	1.878	5.333	3.323	1.622	39.756	.247	.4	.644	1.797	64.701	.348	3.373	.324	2.6	93.595	.503	2.57	.469	3.134	112.814	.606	2.036	.566	3.961	142.608	.766	1.209	.715	4.128	148.608	.798	1.042	.745	4.184	150.608	.809	.986	.755	2.331	3.584	66.566	66.565	100.151	72.293	103.154	1.804	1.802	-4.096	1.238	-4.99	0	0	0	0	0	3.998	.19	146.43	6.973	4.514	.215	108.028	5.144	4.51	.215	107.721	5.13	4.51	.215	107.72	5.13	4.493	.214	109.681	5.223	4.501	.214	108.935	5.187	4.502	.214	108.676	5.175	31	35	38	46	48	44	38	48	44	100.875	166.5	300.375	430.313	599.906	808.734	1452.305	1947.797	563	17810.41	31.635	194.473	41.795	21.225	0	0	0	154.169	0	0	0	0	0	0	11	75	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
548-57-2	268.078	69.601	1.45	124	262.444	148	275.333	17	17.107	1.895	2.04	0	50	8	41	112.868	112.833	.24	5732	8046.444	5762	10950.33	23.143	146.516	1354	4.906	86.937	44.996	1063.936	73.969	3.806	2523.5	26.955	3346	24861	17.693	127.396	12690	996.905	996.886	1312.811	1050.309	1364.715	1.629	2.256	2.256	1.729	2.125	1.675	1.534	6.027	15.977	152.159	17.104	11.651	9.973	8.93	7.38	5.999	.713	.448	.277	.179	.112	.069	15.373	9.383	7.067	5.869	4.238	2.978	.641	.361	.196	.117	.064	.034	17.458	12.06	10.588	9.808	8.396	6.997	75.635	3.511	196.793	77.02	17.22	7.519	3.443	5.395	1.083	.572	.356	.192	.102	1	472	224	9.333	1.444	20.639	78	836	88	25	1.685	2.705	3.355	7.875	3.97	4.551	925.892	10662.82	2.103	5.289	3.185	1.672	39.17	.246	.377	.7	1.45	69.601	.26	4.135	.248	2.67	128.162	.478	2.915	.456	3.985	191.284	.714	1.6	.68	4.616	221.549	.826	.969	.788	4.829	231.814	.865	.756	.824	4.829	231.814	.865	.756	.824	2.511	5.318	87.792	87.791	116.099	92.024	121.313	1.161	1.16	-1.75	.6	-2.001	0	0	0	0	0	3.959	.165	540.762	22.532	4.817	.201	138.527	5.772	4.795	.2	140.122	5.838	4.795	.2	140.123	5.838	4.79	.2	140.457	5.852	4.801	.2	139.598	5.817	4.784	.199	140.849	5.869	36	50	66	87	97	112	123	137	124	128.75	244.5	449.688	654.031	1028.344	1512.773	2248.031	2654.508	1400	32019.29	22.871	345.247	48.925	24.254	0	0	0	146.156	0	0	0	160.531	0	0	3	11	11	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
54827-17-7	199.421	46.983	1.236	94	186	111	216	14	11.561	1.688	1.901	.003	37	8	30	74.902	65.222	.248	2440	3568	2327	4845	17.608	241.926	587	3.837	57.485	32.244	439	20.616	2.525	867	19.074	1039	4652	14.449	90.587	2611	420.476	420.48	440.264	420.564	445.733	1.996	2.838	2.838	2.745	2.837	2.72	.789	1.993	9.38	85.277	13.447	8.397	8.09	6.955	4.853	3.683	.747	.442	.289	.193	.116	.071	11.464	6.137	5.047	3.521	2.283	1.396	.637	.323	.18	.098	.054	.027	13.447	8.397	8.09	6.955	4.853	3.683	50.958	2.84	128.251	39.308	12.811	4.56	2.335	3.246	.969	.608	.366	.166	.088	.8	260	128	7.111	1.012	10.469	47	328	38	37	.76	2.197	2.922	7.051	2.503	4.146	447.075	4138.991	1.53	4.72	2.848	1.59	30.876	.343	.512	1.016	1.236	46.983	.236	4.012	.224	2.564	97.421	.489	2.684	.465	2.905	110.402	.554	2.343	.527	2.905	110.402	.554	2.343	.527	2.905	110.402	.554	2.343	.527	2.905	110.402	.554	2.343	.527	2.414	3.584	48.578	48.578	51.259	48.589	52.03	.286	.286	-.878	.281	-1.2	0	0	0	0	0	3.95	.219	82.937	4.608	4.186	.233	87.587	4.866	4.169	.232	89.354	4.964	4.169	.232	89.354	4.964	4.153	.231	90.428	5.024	4.169	.232	89.359	4.964	4.149	.23	90.719	5.04	28	36	42	52	54	52	48	48	32	100.5	180	334.125	480.938	675.844	911.25	1281.445	1281.445	445	6304.131	14.167	66.065	35.696	18.323	0	0	0	114.663	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54897-63-1	104.042	38.758	1.685	42	180	42	137	2	5.663	1.535	1.673	.059	26	2	10	38.619	34.182	.371	684	1604	542	2616	11.624	36.442	188	3.418	23.605	14.849	188	-15.564	3.435	255.5	8.481	188	511	16.962	55	188	160.832	160.852	241.708	161.075	265.354	3.21	3.689	3.689	2.525	3.684	2.315	2.507	3.03	16.43	114.567	8.69	5.202	4.007	2.549	1.512	.691	.79	.52	.364	.255	.189	.115	6.487	3.503	2.125	1.287	.669	.3	.59	.35	.193	.129	.084	.05	8.69	5.202	4.007	2.549	1.512	.691	34.243	2.232	45.372	29.185	10.208	5.953	5.642	5.524	1.051	.526	.272	.109	.04	.75	111	64	5.818	.959	6.05	25	101	18	33	1.936	1.936	2.736	5.561	2.732	3.43	150.463	1045.391	1.686	3.711	2.645	1.418	32.023	.665	1.027	1.804	1.685	38.758	.373	2.838	.368	2.608	59.988	.577	1.915	.569	3.621	83.287	.801	.902	.79	3.969	91.287	.877	.555	.866	3.969	91.287	.877	.555	.866	3.969	91.287	.877	.555	.866	2.068	0	30.227	30.231	45.407	30.271	49.977	1.036	1.034	-3.738	1.026	-4.784	0	0	0	0	0	3.048	.277	36.099	3.282	3.265	.297	36.489	3.317	3.273	.298	35.881	3.262	3.273	.298	35.881	3.262	3.259	.296	36.736	3.34	3.273	.298	35.882	3.262	3.254	.296	36.904	3.355	11	10	8	6	6	4	0	0	0	13	11	8	9	9	0	0	0	66	87	1.318	.237	20.496	11.334	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
549-38-2	172.974	33.915	.998	104	186	129	230	19	14.622	2.16	2.253	.001	36	7	32	73.468	60.222	.229	2557	3442	2766	4843	17.39	9.165	542	3.542	61.021	35.222	319.398	42.765	1.658	750.5	20.729	2158	16608	2.484	39.795	12009	392.667	392.667	392.667	392.667	392.667	1.552	2.169	2.169	2.169	2.169	2.169	.601	.349	4.561	55.599	12.113	8.843	8.073	7.558	6.777	5.645	.673	.421	.26	.164	.104	.066	10.61	6.777	5.455	4.432	3.425	2.404	.589	.323	.176	.096	.053	.028	12.113	8.843	8.073	7.558	6.777	5.645	53.06	3.052	146.172	57.692	10.137	3.586	1.358	2.019	.968	.592	.37	.214	.115	.8	279	122	6.778	1.136	9.247	45	274	38	2	.463	2.281	2.825	7.054	3.614	4.146	432.272	3823.536	1.612	4.933	2.784	1.591	22.564	.271	.397	.833	.998	33.915	.196	4.09	.182	2.146	72.974	.422	2.941	.391	3.547	120.609	.697	1.54	.646	4.253	144.609	.836	.834	.774	4.653	158.219	.915	.434	.847	4.83	164.219	.949	.257	.879	2.523	6.893	45.367	45.367	45.367	45.367	45.367	0	0	0	0	0	0	0	0	0	0	3.946	.219	103.09	5.727	4.187	.233	94.785	5.266	4.172	.232	95.946	5.33	4.172	.232	95.946	5.33	4.172	.232	95.946	5.33	4.172	.232	95.946	5.33	4.172	.232	95.946	5.33	31	46	65	85	97	120	140	148	134	129.375	264.5	520.781	829.125	1439.438	2349	3599.438	4227.346	1367	49439.88	36.167	542.045	38.148	18.38	0	0	22.699	73.323	0	0	37.43	81.267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
5493-45-8	212.877	57.626	1.441	104	316	121	261	15	14.909	2	2.107	.001	46	6	26	88.975	87.6	.27	3896	6640	4098	11312	20.166	19.131	876	4.611	63.483	34.851	789.333	65.345	3.873	1532.5	20.465	1350	6937	23.253	131.479	3274	773.25	773.459	1176.29	773.754	1257.162	1.476	1.659	1.658	1.113	1.658	1.045	1.954	5.085	33.29	246.962	13.949	9.737	8.608	6.214	4.604	3.595	.697	.443	.287	.188	.121	.082	11.416	7.303	5.668	3.666	2.452	1.723	.571	.332	.189	.111	.065	.039	13.949	9.737	8.608	6.214	4.604	3.595	63.211	3.453	143.073	53.219	14.146	6.311	4.62	4.464	.996	.579	.292	.144	.075	.833	370	170	8.5	1.4	15.6	60	552	59	5	.548	2.446	3.239	7.345	2.922	4.287	615.43	6433.923	1.157	4.523	3.077	1.621	29.848	.236	.364	.663	1.441	57.626	.271	3.881	.264	2.223	88.929	.418	3.099	.407	3.341	133.658	.628	1.98	.612	3.922	156.877	.737	1.4	.718	3.922	156.877	.737	1.4	.718	3.922	156.877	.737	1.4	.718	2.37	3.989	80.645	80.667	123.887	80.699	132.648	1.5	1.496	-5.719	1.491	-7.167	0	0	0	0	0	4.109	.205	114.522	5.726	4.394	.22	105.587	5.279	4.393	.22	104.907	5.245	4.393	.22	104.908	5.245	4.374	.219	106.388	5.319	4.393	.22	104.909	5.245	4.37	.219	106.617	5.331	30	33	38	44	42	42	42	39	30	39	46	57	52	48	48	48	32	474	550	1.16	.857	39.834	20.273	79.076	0	0	73.827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
