	"Activity"	"Structure_Name"	"set"	"Min_dist"	"Avg_dist"	"order"	"S_sCH3"	"S_ssCH2"	"S_aaCH"	"S_sssCH"	"S_dssC"	"S_aasC"	"S_ssNH"	"S_sssN"	"S_ddsN"	"S_dO"	"S_ssO"	"N_sssCH"	"N_dssC"	"N_aasC"	"IC"	"BIC"	"Rotlbonds"	"Hbond_acceptor"	"Hbond_donor"	"AlogP98"	"Fh2o"	"JX"	"Kappa-2"	"Kappa-3"	"PHI"	"CHI-0"	"CHI-3_P"	"CHI-3_C"	"CHI-V-1"	"CHI-V-3_P"	"CHI-V-3_C"	"Dipole-mag"	"RadOfGyration"	"Jurs-SASA"	"Jurs-PPSA-1"	"Jurs-PNSA-1"	"Jurs-PPSA-2"	"Jurs-PNSA-2"	"Jurs-PPSA-3"	"Jurs-PNSA-3"	"Jurs-FPSA-1"	"Jurs-FPSA-3"	"Jurs-WPSA-1"	"Jurs-WPSA-3"	"Jurs-RPCG"	"Jurs-RNCG"	"Jurs-RPCS"	"Jurs-RNCS"	"Jurs-TASA"	"Jurs-RPSA"	"Shadow-XY"	"Shadow-XZ"	"Shadow-YZ"	"Shadow-XYfrac"	"Shadow-XZfrac"	"Shadow-YZfrac"	"Shadow-nu"	"Shadow-Xlength"	"Shadow-Ylength"	"Shadow-Zlength"	"Density"	"PMI-mag"	"PMI-X"
"1-3L"	6.68824577331543	"1-3l"	1	999.9	999.9	26	1.579335570335388	7.610074520111084	16.86779403686523	0.6637240052223206	0.01735782623291016	1.913951873779297	0	1.766508221626282	0	11.98534202575684	0	1	1	3	3.170653581619263	0.6181474924087524	7	1	1	2.462204933166504	-10.90806579589844	1.436115384101868	10.51862716674805	6.542222023010254	6.396216869354248	18.35516166687012	8.788301467895508	1.53713059425354	9.527556419372559	5.388591766357422	0.8066256642341614	20.40413525036431	4.572685237842879	626.7803671852797	446.0471326079999	180.73323457728	1037.794406726648	-239.7692723655097	25.70852816524766	-21.87468584423238	0.7116482199515766	0.04101680510622644	279.5735855579833	16.11360072320704	0.09889958406346626	0.2356832690777053	0.6721125853011168	0.2061928739893009	542.8659667199997	0.133881667101539	99.86246163675071	73.36605804758959	55.53571469343218	0.586966713548992	0.6302465023317788	0.6876218323586745	2.106522421292922	15.6594106622346	10.86459096450624	7.433773552062793	1.051011432634445	1655.656970036522	271.3778853227837
"1-3M"	4.92081880569458	"1-3m"	1	999.9	999.9	27	2.263504981994629	10.24840545654297	21.79559326171875	0.904894232749939	0	2.846596240997314	0	2.517063856124878	0	0	0	1	0	2	2.875814437866211	0.5751628875732422	7	0	1	3.441405296325684	-9.884363174438477	1.395281434059143	10.22222232818604	6.046401023864746	6.308298587799072	16.61467170715332	8.144314765930176	0.945705771446228	9.523493766784668	5.419554233551025	0.685090959072113	13.87530246414152	4.62901083628683	620.9573462399999	493.431508416	127.525837824	1032.613535515938	-139.3499156988406	26.5618255464725	-7.020743654608391	0.794630277592833	0.04277560400454037	306.3999200171995	16.4937607026274	0.1099552331112944	0.3402666507516443	0.7659269157800905	0	613.9915393919998	0.01121785077538597	92.78712179378485	79.42489004251817	50.99810260058317	0.6166365280289331	0.67854763491006	0.7051557465091299	2.080604276295173	15.60568670710667	9.642187483832799	7.500554951706111	0.9679845137008249	1414.564862550086	200.0596015068907
"1-3N"	6.966576099395752	"1-3n"	1	999.9	999.9	28	1.645874738693237	7.987093925476074	18.07846641540527	0.7251951694488525	0.1095725297927856	2.380583763122559	0	1.879841566085815	0	11.97375679016113	0	1	1	2	3.003074407577515	0.5902892351150513	7	2	1	1.106104135513306	-13.51902294158936	1.423945665359497	10.36408138275146	6.282314777374268	6.177885055541992	17.48491859436035	8.377616882324219	1.248455286026001	9.277621269226074	5.224690437316895	0.7436316013336182	19.49803791494081	4.50834732313246	613.0955626118399	480.1171562879998	132.97840632384	1106.465330082193	-173.4801205133745	27.48188564406753	-17.70284008202808	0.7831032967236939	0.04482479946028696	294.3576980539879	16.84902214058383	0.09984686967664312	0.2395864824154108	0.695514008544924	0.1572057667846153	550.9227884159998	0.1014079663714717	94.85514234903644	74.4904979223615	49.88874735827301	0.6187341772151899	0.6544645911734519	0.6967567567567567	2.141092171782101	15.61079580786738	9.820457739224882	7.291043334614598	1.028902777989608	1502.245499519602	213.2554509727638
"1-9"	7.008773803710938	"1-9"	1	999.9	999.9	29	0	9.098106384277344	18.84894943237305	0.7741071581840515	0.2247577905654907	3.537617683410645	0	2.035582304000854	0	12.44652271270752	0	1	1	3	3.079079866409302	0.6002944111824036	5	1	1	2.09790563583374	-9.328924179077148	1.202762961387634	8.792243957519531	4.646399974822998	4.840182304382324	17.0622673034668	9.295729637145996	1.27423882484436	9.540732383728027	5.812682628631592	0.8304297924041748	16.62793585838358	5.014734055861479	619.9186654214399	467.5123031039998	152.40636231744	1057.159783460534	-192.2217408931013	28.35267470730479	-15.77648919584069	0.7541510349364469	0.04573612037964653	289.8196030083353	17.5763522656806	0.1123208172464539	0.2650397200451758	0.6782105267249249	0.1739070251294011	572.7845544959998	0.07603273389646491	95.26969816455599	84.19454214179329	43.44701205654815	0.599802371541502	0.6574534161490683	0.7168831168831169	2.620807052831028	18.32006461165584	8.670010225589962	6.990237832222821	1.027444561928684	1877.846512348919	137.5536248445841
"2-12"	4.337242126464844	"2-12"	1	999.9	999.9	30	0	10.09588241577148	21.61405181884766	0.9146267175674438	0	2.8612060546875	3.593221187591553	0	0	0	0	1	0	2	2.735761165618896	0.5522108674049377	7	1	2	2.798105001449585	-13.89349937438965	1.282235383987427	10.09573364257812	6.428049564361572	6.245391368865967	15.74442768096924	7.557225227355957	0.8164966106414795	9.02098560333252	5.010537624359131	0.6166031360626221	16.09363224429503	5.079433691616733	621.6651487199999	489.4871667839999	132.177981936	1014.091683548344	-141.6608460140735	28.69508755592771	-9.232628745147032	0.7873807431409776	0.04615843049109397	304.2971123353067	17.83873587298922	0.1110685054129852	0.2917432025589138	0.7359411821588534	1.850476827967287	608.69630976	0.02086145409100488	94.48373584028724	84.83502128942851	44.21157930694945	0.5391757246376812	0.7075098814229249	0.702020202020202	2.78253289455189	18.26591722628088	9.593680274548237	6.564492826677796	0.9739599317098512	1808.500488999975	134.7416360846634
"2-14"	6.886056900024414	"2-14"	1	999.9	999.9	31	2.076838493347168	8.982187271118164	20.459716796875	0.7566174864768982	0.1668874025344849	2.238926649093628	0	1.998545289039612	0	12.62568855285645	0	1	1	2	3.122764587402344	0.6088111400604248	8	1	1	2.693205118179321	-10.77805709838867	1.400453567504883	11.11111068725586	6.542222023010254	6.841507911682129	18.19202423095703	8.964790344238281	1.138155937194824	9.977618217468262	5.606165409088135	0.7395322322845459	17.46412569874664	5.075083801781528	651.35433183744	500.1309075839998	151.22342425344	1176.681314873387	-204.5669816334284	27.74316537772545	-14.58653224301477	0.7678323197347194	0.04259304655188718	325.7624331406286	18.07063094766396	0.1076708933522586	0.2505451248802631	0.2860587684167777	0	613.4451523199998	0.05820054870979361	106.4731375723818	84.88710499485947	42.66645470598127	0.6167900092506938	0.6843971631205674	0.7042160737812911	2.849194504128959	18.79869968389551	9.182795480513436	6.597899742068521	0.9966558677467455	2013.444246792849	143.8813234345928
"2-15"	6.026872158050537	"2-15"	1	999.9	999.9	32	0	8.662385940551758	30.84393119812012	0.7096020579338074	0.1357330083847046	3.396209001541138	0	2.035582304000854	0	13.19900703430176	0	1	1	3	2.839716196060181	0.5201486945152283	9	1	1	3.92790675163269	-13.25529289245605	1.300323247909546	13.03202438354492	7.775206565856934	7.513659477233887	21.30491256713867	10.80124378204346	1.342280149459839	11.53474807739258	6.440704345703125	0.8573834300041199	20.6791665323556	5.23937599598259	723.09596975616	526.9013608319999	196.19460892416	1385.697640090125	-319.7774980822466	31.49697736873276	-18.01281621567035	0.7286741772460436	0.04355850217137024	381.0002504766554	22.77533739483165	0.09644258311757825	0.2051146224813569	0.04658682278022698	0	684.101746944	0.05392675999191297	119.5800243454879	91.1919277487024	52.01890800406466	0.5812356979405034	0.7092391304347826	0.6632553606237817	2.62316673011765	18.36516360963424	11.2024123904893	7.001142321140432	1.015540400189229	2360.33324012353	297.9007136910832
"2-21"	9.22184944152832	"2-21"	1	999.9	999.9	33	1.831522226333618	7.494557857513428	26.14643287658691	0.6484066247940063	-0.0656057596206665	2.906160831451416	0	1.76059103012085	0	38.34209442138672	0	1	1	4	3.385867118835449	0.5999208688735962	10	3	1	3.453904151916504	-16.31351470947266	1.20239782333374	13.69304752349854	8.5	8.366819381713867	24.67515563964844	12.4456672668457	2.606130123138428	14.0548152923584	8.692353248596191	1.707771062850952	40.56241455331561	7.063467324062272	828.1736153644798	580.9765906559998	247.19702470848	2238.804642373904	-705.381548132237	33.41637331612999	-49.91638771698071	0.7015154550659182	0.04034947829317579	481.1494835257088	27.67455870158851	0.3266782929678996	0.2025565205382341	0.08407388366339716	5.729632110215644	731.8814616959997	0.1162704919379758	140.9879879570444	108.6548480197736	44.38731330234015	0.5949070196012732	0.6554521593891672	0.7214700193423598	3.852054734251274	25.26971127169881	9.378486111030657	6.56006028341404	1.079874251459725	5424.835328956029	188.775025363118
"2-22"	9.522878646850586	"2-22"	1	999.9	999.9	34	2.003175973892212	8.188453674316406	26.25054168701172	0.6498880982398987	-0.0308835506439209	2.933563709259033	0	1.88559103012085	0	38.68569183349609	0	1	1	4	3.474937677383423	0.6126017570495605	11	3	1	3.802702665328979	-16.11077117919922	1.234768390655518	14.40370273590088	8.757575988769531	8.942404747009277	25.38226318359375	12.73149490356445	2.537094354629517	14.63093662261963	8.949097633361816	1.661460638046265	40.40056190191852	6.961628428749276	841.7096362751998	591.3026528639998	250.4069834112	2304.975860068723	-725.7125294571072	32.19848505546702	-51.20344712515813	0.7025019405512323	0.03825367284370689	497.705140870718	27.1017751446496	0.322939589369749	0.1994384540342483	0	5.8551232899643	744.3704526719998	0.1156446111677574	145.2076123217751	113.475960729388	44.02951108940631	0.6188497340425532	0.6709558823529411	0.7177722152690864	3.825136658537688	25.43480600588617	9.225199060244936	6.649384917821381	1.069638591079667	5465.328521013339	193.3559457797217
"2-24"	4.58502721786499	"2-24"	1	999.9	999.9	35	1.907028555870056	7.115147113800049	9.535911560058594	0.8065032958984375	0.137010931968689	0.7888681292533875	0	1.854814767837524	0	12.13712120056152	0	1	1	1	3.086048603057861	0.6822165250778198	5	1	2	0.5550041198730469	-12.52722644805908	1.755883097648621	7.55555534362793	4.565992832183838	4.761394023895264	12.79468059539795	6.045969009399414	0.7989431619644165	6.8930983543396	3.798273801803589	0.4912149310112	22.8661436567431	4.197891328557048	497.6618688518399	408.661652784	89.00021606783999	816.4628141890693	-88.81281213887215	29.05707850277703	-10.91662927147441	0.8211632804555167	0.05838719082459518	203.3753218525671	14.46059999106664	0.1266699530449039	0.3424268325636179	0.6424763819559476	0.1497899554212025	424.331702256	0.1473493775302107	81.0821699597395	61.86323239016561	29.93859969216713	0.7047297297297297	0.6629166666666667	0.7027027027027027	2.700492095848252	15.87480102220357	7.247604391547508	5.878484534951818	0.99543522704165	856.1096246070441	57.29659649308608
"2-25"	6.113509178161621	"2-25"	1	999.9	999.9	36	4.133928298950195	8.150681495666504	18.32519721984863	0.7515220642089844	0.1326051950454712	3.67111873626709	0	1.876878619194031	0	12.42634010314941	0	1	1	3	3.272769927978516	0.6380560398101807	7	1	1	2.830605506896973	-11.1580638885498	1.384472012519836	10.51862716674805	6.26086950302124	6.454733848571777	18.35516166687012	9.212752342224121	1.405436277389526	9.818163871765137	5.75417947769165	0.9143912792205811	16.36084771391543	5.358298649178914	649.0796450476798	499.7295367679999	149.35010827968	1164.350422442931	-198.6298417532939	26.93550088983235	-14.1890391294291	0.7699048037953663	0.04149799041665177	324.3642703452149	17.48328535675384	0.1086169106926355	0.2569291585057055	0.3148059667712027	0.05619508102044932	611.8627912319997	0.05733788464888024	106.7045321495999	90.22620316612603	38.67172400120636	0.6417981826877093	0.6523809523809524	0.6926829268292682	2.97800438395373	20.29450071155822	8.192303094823362	6.814798803154998	1.002885010648829	2255.973025183784	108.965360038702
"2-26"	6.838632106781006	"2-26"	1	999.9	999.9	37	4.089042663574219	8.144984245300293	18.46967315673828	0.7521138787269592	0.1325076818466187	3.585153341293335	0	1.876300096511841	0	12.42192268371582	0	1	1	3	3.411602258682251	0.6651226282119751	7	1	1	2.830605506896973	-10.89896678924561	1.37584376335144	10.51862716674805	6.542222023010254	6.454733848571777	18.35516166687012	8.999215126037598	1.495866775512695	9.812180519104004	5.589081764221191	0.9525094628334045	16.78350404923702	5.253303102383761	658.4284660799998	516.7210688639999	141.7073972159999	1204.132249066359	-188.5180465318152	27.99318492983047	-13.58327299952789	0.784779357946559	0.04251514989394347	340.2238607633414	18.43150981404204	0.1085995721051129	0.256857315759936	0.5245928568194099	0.1123587354099726	619.0683649919999	0.0597788569536386	105.7409479655664	88.87979584708711	45.43264686068223	0.5844298245614035	0.6460881934566145	0.652027027027027	2.596619939115411	18.8999134593051	9.573065121417248	7.278659912680066	0.9997290675130296	2133.893327822382	151.5001916716463
"2-27"	4.387216091156006	"2-27"	1	999.9	999.9	38	4.064275741577148	8.143723487854004	18.52937889099121	0.7525845766067505	0.132436990737915	3.556694984436035	0	1.875860095024109	0	12.41836166381836	0	1	1	3	3.247576951980591	0.6331444382667542	7	1	1	2.830605506896973	-10.89896678924561	1.36771559715271	10.51862716674805	6.542222023010254	6.454733848571777	18.35516166687012	9.089646339416504	1.495866775512695	9.812180519104004	5.627199649810791	0.9525094628334045	16.6999962963671	5.348988967335063	655.8083515737595	511.0428153599998	144.76553621376	1190.905470416184	-192.5879318893562	27.64360031582886	-13.84506519796104	0.7792563393461485	0.04215194919291868	335.1461463248546	18.12890395468758	0.1085990756747534	0.2568552595646813	0.4983609358605362	0.1123578359553556	616.8963884159996	0.05933435136100661	107.1940290390231	86.87933684117792	44.24151600025748	0.5571369636963697	0.6606660666066607	0.711489898989899	3.094192722072124	20.17162697162739	9.53822786786662	6.519188939892155	1.000609187245697	2195.51921108313	149.7257598281419
"2-28"	4.853871822357178	"2-28"	1	999.9	999.9	39	1.865326285362244	6.717042446136475	16.42080307006836	0.6116043925285339	0.06948888301849365	1.764845132827759	0	1.80743408203125	-0.2905693054199219	34.79859161376953	0	1	1	3	3.410232543945312	0.6498246192932129	7	3	1	2.238805294036865	0.1391897201538086	1.402225136756897	11.40750026702881	6.760000228881836	6.763324737548828	19.93251419067383	9.747810363769531	1.639150142669678	9.906918525695801	5.681236743927002	0.8718712329864502	7.869754135424302	5.32085966626263	654.2019132633598	449.4992483519998	204.70266491136	1367.189073758233	-417.9173840301363	28.47982878254225	-45.2099614541341	0.6870955881338832	0.04353369839668633	294.0632682823203	18.63155847895204	0.1878360537222913	0.2107738095638065	0.7394969171259795	9.394778781225973	537.9170670719997	0.1777506971988136	107.6367048853433	89.55029176431471	38.52068941852559	0.6213592233009708	0.643917761279269	0.6716826265389877	3.020561681955598	20.49567164352882	8.451922188143723	6.785384243588544	1.072551347897729	2650.726498335571	129.0046817583058
"2-30"	5.481485843658447	"2-30"	1	999.9	999.9	40	1.879271030426025	7.286150932312012	16.32074356079102	0.6589205861091614	0.08502960205078125	2.033546686172485	0	1.82483959197998	-0.3594398498535156	33.91091918945312	0	1	1	3	3.315410375595093	0.6317561268806458	7	3	1	2.238805294036865	0.2073731422424316	1.36116886138916	11.40750026702881	7.038733959197998	6.763324737548828	19.93251419067383	9.78843879699707	1.707191467285156	9.900936126708984	5.653755664825439	0.8976461887359619	13.87325525296525	5.29116437058123	672.5441121907198	451.5936902399998	220.9504219507199	1354.312631068519	-441.6716432614605	28.95959531693182	-50.33888225561103	0.6714707363491675	0.04305977078975523	303.7166774733916	19.47660532182844	0.1903581383740804	0.2152735755047632	0.666156605722635	9.503083005103139	541.5583071359998	0.1947616560466967	107.1670002307963	89.76508762685138	45.15019888176639	0.550414225095979	0.6837683768376838	0.7149041434755721	3.08290094864531	20.11773159036735	9.678151481548063	6.525584806481537	1.066494820410354	2673.707683505149	201.7883681252382
"2-33"	4.283997058868408	"2-33"	1	999.9	999.9	41	1.864477157592773	5.355981826782227	18.88287544250488	0.5702285766601562	0.1969579458236694	1.497609615325928	0	3.751486778259277	0	24.8803825378418	0	1	2	2	2.968918800354004	0.5742672681808472	7	2	0	3.245503425598145	-8.862665176391602	1.405393481254578	10.51862716674805	5.997283935546875	6.051621437072754	18.35516166687012	9.349605560302734	1.324726581573486	9.297471046447754	5.16267728805542	0.7319952249526978	2.257092155131213	5.205842712051998	638.10997455744	459.6188446079999	178.49112994944	882.7091465728943	-342.7965449354578	24.51158576918995	-23.17400754228591	0.7202815548005933	0.03841279206799724	293.2873692389308	15.6410873715403	0.1319077879188912	0.1779232037565194	0.5097470051474878	0.07783008288094706	570.47937408	0.1059858067950514	104.0663895346382	85.29324350288158	39.35480455325111	0.6676020408163266	0.6358600583090379	0.715	2.832051285684425	19.49068483857135	7.997711480290165	6.88217933661502	1.04606573191888	2111.622123895607	123.4380805230118
"2-34"	4.420216083526611	"2-34"	1	999.9	999.9	42	1.933340787887573	11.77753829956055	9.615603446960449	1.856624007225037	0.1503651142120361	0.7997196316719055	0	1.887660503387451	0	12.31945610046387	0	2	1	1	2.845350980758667	0.5918745398521423	7	1	1	1.581102132797241	-9.138999938964844	1.345875263214111	8.203125	5.551497459411621	5.13978910446167	15.36359596252441	7.36246395111084	1.207191467285156	8.862005233764648	5.038072109222412	0.8721157908439636	20.87921668855275	5.013143907143994	593.3219351135997	480.9525705599999	112.3693645536	1010.499359797606	-123.722872551535	24.3824790099224	-12.02928861803753	0.8106097922503317	0.04109485519906496	285.3597098625193	14.46665962903388	0.1204515351876002	0.3103489493704246	0.4945674432078739	0.0678789610953988	552.8142829439997	0.06827263543162995	98.77858842450863	80.84782507294872	31.3292275104733	0.6951797157982725	0.7034364261168385	0.7135135135135136	3.23607248097944	19.28549826669474	7.367749643968794	5.959538415795227	0.9782489548398374	1614.210470452941	68.48978324252742
"2-35"	6.387216091156006	"2-35"	1	999.9	999.9	43	1.943243861198425	16.16030120849609	9.648682594299316	1.801904320716858	0.1536660194396973	0.8025423884391785	0	1.899397134780884	0	12.41260719299316	0	2	1	1	3.033269882202148	0.6122627258300781	7	1	1	2.949698448181152	-8.530771255493164	1.321835279464722	10.36408138275146	6.282314777374268	6.91618537902832	17.48491668701172	8.678961753845215	1.207191467285156	10.36200523376465	6.354568958282471	0.8721157908439636	17.49281369414659	5.339818215002783	645.7268591558399	545.3521032959999	100.37475585984	1233.022263492853	-126.5690957060892	24.96708614028689	-11.42051295667763	0.8445553960833221	0.03866508847553038	352.1485007953572	16.12191811564076	0.1119314696789817	0.270987447366137	0.5136532851211968	0.05926988454261665	610.1361678719999	0.05511725395838077	107.8862011843568	84.36268661509514	36.58935496608798	0.6602269983095871	0.6828489300542957	0.7324940991345398	3.27131223994292	20.10360227059929	8.12828154122009	6.145424464572072	0.9757214094993153	2138.250318723173	113.991768954509
"2-3C"	6.327901840209961	"2-3c"	1	999.9	999.9	44	2.016207695007324	8.028797149658203	18.55472183227539	0.7475305199623108	0.05170226097106934	3.323986768722534	3.078776836395264	0	0	12.1786060333252	0	1	1	3	3.459470987319946	0.6799992918968201	7	1	2	2.624705791473389	-14.71988487243652	1.332744717597961	10.36408138275146	6.585033893585205	6.236865043640137	17.48491668701172	8.411269187927246	1.30341649055481	9.42868709564209	5.227631568908691	0.7997830510139465	18.92148422951667	5.468127733328727	646.8895477228799	488.3197482239999	158.56979949888	1143.350163644918	-212.7049767682622	28.2478493044728	-16.2095449720669	0.7548734555117445	0.04366719079618498	315.8889410727738	18.27323846071448	0.1071030662816982	0.2624355244294193	0.9571233061750751	1.090589044975714	597.0449950079999	0.07705264815351884	103.0589253360058	86.19401927521038	45.84401750790818	0.5612244897959183	0.6642857142857143	0.6950437317784257	2.784059143211401	19.00642071575567	9.661591191134312	6.826873905355273	1.003098982044755	2139.536004072429	154.2468774004633
"2-3D"	6.74472713470459	"2-3d"	1	999.9	999.9	45	2.035546779632568	8.029176712036133	18.54002952575684	0.7480011582374573	0.04827630519866943	3.370692729949951	3.071018218994141	0	0	12.1376838684082	0	1	1	3	3.288884401321411	0.646468460559845	7	1	2	2.624705791473389	-14.71988487243652	1.324562668800354	10.36408138275146	6.585033893585205	6.236865043640137	17.48491668701172	8.494826316833496	1.30341649055481	9.42868709564209	5.261125087738037	0.7997830510139465	18.91040610088146	5.523436694591148	647.7105810067198	491.1730750079999	156.53750599872	1149.922043004897	-209.9441598959939	28.50188672943816	-16.32375435207282	0.7583218329467186	0.04400404681538228	318.1379977882888	18.4609736133121	0.1071090583750282	0.2624790182266327	0.9830464990473055	1.205587662393747	596.4186856319998	0.07918952828437405	101.9483221026915	88.30474513330569	45.06576035232622	0.5499574829931972	0.6594752186588921	0.6845238095238095	2.815741764048257	19.41731569752396	9.546886845037516	6.895985969113603	1.003396056736163	2177.707898050412	146.3789320359705
"2-3F"	6.638271808624268	"2-3f"	1	999.9	999.9	46	0	7.330400943756104	16.44874954223633	0.6341971755027771	-0.2445940971374512	1.664727568626404	2.895103454589844	0	-0.4837923049926758	33.79865264892578	0	1	1	3	3.510086059570312	0.6737916469573975	7	3	2	2.032904624938965	-3.613545417785645	1.342680215835571	11.25346279144287	7.077504634857178	6.543416976928711	19.0622673034668	9.132452011108398	1.51474142074585	9.51744270324707	5.266530990600586	0.7449197173118591	35.11907425403776	5.385156560745523	660.4486832697598	425.7668479679999	234.68183530176	1283.565636082636	-472.816974605679	29.62849670371018	-52.76609709191106	0.6446630279586699	0.04486116401508281	281.1971541203816	19.5681016352278	0.1893722197387728	0.2135902682218825	0.7455446912932397	9.566086979761744	518.5504853759999	0.214851208713519	107.0611745768161	86.25584268230162	47.70269361244856	0.5557142857142857	0.6481049562682216	0.7051428571428572	2.847833867810364	19.46833968093037	9.89581408019521	6.836192202426171	1.075766845363574	2668.645703014355	179.6309975739326
"2-3G"	7.259636878967285	"2-3g"	1	999.9	999.9	47	0	7.451529979705811	16.33139610290527	0.6543372273445129	-0.1694108247756958	1.84754467010498	2.930393218994141	0	-0.4644532203674316	33.45351028442383	0	1	1	3	3.352135419845581	0.6434715986251831	7	3	2	2.032904624938965	-3.613545417785645	1.322813630104065	11.25346279144287	7.077504634857178	6.543416976928711	19.0622673034668	9.193619728088379	1.51474142074585	9.51744270324707	5.287681579589844	0.7449197173118591	35.40834902790586	5.427282379438408	656.3693935814398	423.5099853599999	232.8594082214399	1274.807482495017	-468.0707317236692	29.11878009299835	-52.9510912103194	0.6452311602299786	0.0443634032569884	277.9789922664276	19.11267603147263	0.1896539448458112	0.2140807953699718	0.6222115188351534	9.542180396947931	513.4967819519999	0.2176710447296517	104.1506900594147	90.23442987533802	46.57803399411466	0.5483333333333333	0.6283783783783784	0.670045045045045	2.732375299108713	19.8082312757483	9.588966604303041	7.249454817648822	1.074890451284529	2789.679557830214	159.0140958652902
"2-3I"	6.92081880569458	"2-3i"	1	999.9	999.9	48	0	7.740354537963867	17.43571281433105	0.7011691927909851	-0.06056725978851318	2.609118461608887	3.000705718994141	0	0	22.79559707641602	0	1	1	3	3.397581815719604	0.6571820378303528	8	2	2	1.897905230522156	-15.8926830291748	1.325349092483521	11.11111068725586	6.84297513961792	6.555686950683594	18.19202423095703	8.903075218200684	1.218865633010864	9.453064918518066	5.256324768066406	0.7293413877487183	23.33784418117583	5.423520285006314	652.5497709561599	460.8317535359999	191.7180174201599	1166.869293202685	-293.7300114864209	31.20258948271365	-28.95853573087028	0.7062016937968703	0.04781641320169879	300.7156552192423	20.36124262018388	0.09903323284823864	0.2297706685519889	0.8610883630493801	1.055355529206768	557.8921138559999	0.1450581416364015	103.4662429173393	88.25972746494706	45.82841785538267	0.5631377551020408	0.6323696145124716	0.6741898148148148	2.702908580327344	19.42278364965716	9.459595399206576	7.185882567772569	1.037487283439817	2457.292796818818	155.0211791772224
"2-3J"	6.74472713470459	"2-3j"	1	999.9	999.9	49	0	7.8951416015625	17.76938629150391	0.7268900275230408	-0.01036572456359863	2.749087810516357	3.027934074401855	0	0	12.09460067749023	0	1	1	3	3.288884401321411	0.646468460559845	7	1	2	2.802904844284058	-14.78987884521484	1.318928360939026	10.36408138275146	6.585033893585205	6.484684467315674	17.48491668701172	8.494826316833496	1.30341649055481	9.495634078979492	5.305756568908691	0.8220986127853394	19.19463342323895	5.159428448689813	640.8004081247999	429.1438166399999	211.6565914848	987.2971659240529	-275.2849560530576	26.67750773904388	-20.91893265774787	0.6696996618585509	0.04163153986919476	274.9955328471462	17.09495784693183	0.1089977275351127	0.2706632550615315	0.8161000421773618	1.124780577969968	592.0208226239998	0.07612290017658645	100.238678396994	88.27942838902372	45.81842586521939	0.534777176176593	0.6354875283446711	0.6689342403628118	2.736564761936855	19.49750792315661	9.613540558136595	7.124811440368354	1.073566137561919	2571.571171402031	150.8824088507363
"2-3K"	7.070580959320068	"2-3k"	1	999.9	999.9	50	0	7.648233890533447	16.34977912902832	0.6880011558532715	-0.1183904409408569	1.604026079177856	2.948569059371948	0	0	12.01523494720459	0	1	1	3	3.288884401321411	0.646468460559845	7	1	2	2.344004392623901	-14.72898483276367	1.318231582641602	10.36408138275146	6.585033893585205	6.177885055541992	17.48491668701172	8.494826316833496	1.30341649055481	9.117669105529785	5.053779602050781	0.6961104273796082	21.65696207116066	5.145165984525935	627.8016008140797	436.2096520319998	191.59194878208	1040.806724021334	-265.5510422757033	28.10195990197215	-24.46912521564673	0.6948208661245213	0.04476248525892881	273.8531178362422	17.64245541247119	0.1050970925142442	0.2539856550788818	0.9645806846180421	1.166576948728562	530.5149548159998	0.1549639979763144	98.34702141120064	85.21745816659735	45.27517268381724	0.5451754385964912	0.65203007518797	0.6839285714285714	2.725056813240205	18.87201419190188	9.558872636911657	6.92536540897372	1.052154831925544	2235.213133881181	146.3998220342049
"2-3L"	7.29242992401123	"2-3l"	1	999.9	999.9	51	1.529708385467529	7.735260963439941	17.55739212036133	0.698992908000946	-0.04172658920288086	2.659668445587158	3.015320777893066	0	0	23.51941299438477	0	1	2	3	3.352135419845581	0.6434715986251831	8	2	2	1.878405094146729	-15.38811779022217	1.332262992858887	11.25346279144287	7.077504634857178	6.770195960998535	19.0622673034668	9.193619728088379	1.51474142074585	9.882811546325684	5.500985145568848	0.8185117840766907	25.29286347116166	5.759409272059303	676.5791631244797	485.3018015999998	191.2773615244799	1227.341701120056	-292.4683816630732	28.68981905670793	-26.90478531665059	0.7172875371432509	0.04240423090214124	328.3450867893302	19.4109337675802	0.09915330264099935	0.2302314408351771	0.8142361207169364	1.107827698582548	588.2304193919999	0.1305815321365805	108.2483379199958	93.16273344023953	47.56804232744174	0.5614787581699346	0.6343402225755167	0.6863738738738738	2.781847842799755	20.21280899578205	9.538086001486729	7.265964976516877	1.028852369123908	2750.368359501501	161.7108549800123
