	"Activity"	"Structure Name"	"set"	"Min_dist"	"Avg_dist"	"Order"	"S_sCH3"	"S_ssCH2"	"S_aaCH"	"S_sssCH"	"S_aasC"	"S_aaaC"	"S_sNH2"	"S_ssNH"	"S_aaN"	"S_sssN"	"S_ssO"	"S_sCl"	"N_ssCH2"	"N_sssCH"	"N_aasC"	"N_aaaC"	"Apol"	"IC"	"BIC"	"CIC"	"MW"	"Rotlbonds"	"Hbond acceptor"	"Hbond donor"	"AlogP98"	"Fh2o"	"Foct"	"MolRef"	"JX"	"Kappa-3"	"PHI"	"SC-3_P"	"SC-3_C"	"CHI-0"	"CHI-3_C"	"CHI-V-1"	"CHI-V-3_P"	"CHI-V-3_C"	"RadOfGyration"	"Jurs-PPSA-1"	"Jurs-PNSA-1"	"Jurs-PPSA-2"	"Jurs-PNSA-2"	"Jurs-DPSA-2"	"Jurs-PPSA-3"	"Jurs-FPSA-1"	"Jurs-FPSA-3"	"Jurs-FNSA-3"	"Jurs-WNSA-1"	"Jurs-WPSA-3"	"Jurs-RPCG"	"Jurs-RNCG"	"Jurs-RPCS"	"Jurs-RNCS"	"Jurs-TPSA"	"Jurs-TASA"	"Jurs-RPSA"	"Shadow-XY"	"Shadow-XZ"	"Shadow-YZ"	"Shadow-XYfrac"	"Shadow-XZfrac"	"Shadow-YZfrac"	"Shadow-nu"	"Shadow-Xlength"	"Shadow-Ylength"	"Shadow-Zlength"	"Density"	"PMI-mag"	"PMI-X"
"20-5I"	6.769551079	"20-5I"	1	999.9	999.9	78	0	3.174293518066406	5.966659545898438	0.3346379399299622	3.157403945922852	0	11.52688789367676	0	8.220709800720215	0	3.875170230865479	0	4	1	6	0	11441.02006530762	3.517894268035889	0.7035788297653198	1.067068219184875	338.3317	3	3	4	4.998600959777832	-34.29996490478516	-35.95000076293945	86.25982666015625	1.607900142669678	5.25	4.314698696136475	44	11	17.31962585449219	3.000159740447998	7.553744792938232	4.105542182922363	0.7942259311676025	4.049552957768286	315.8338444799999	223.80034826688	695.6931692463435	-492.9692543600665	1188.66242360641	26.9962966201125	0.5852739665593142	0.05002703124257982	-0.07095108351195838	120.7703202734684	14.56812473374974	0.2392479150651642	0.1740103811206467	0.05778464169759517	2.359672628772204	68.42046154944001	471.2137311974399	0.1267904489171857	83.88350460806402	69.04110838623721	44.14387931940529	0.5798913043478261	0.6214285714285714	0.6956521739130435	2.27956311484026	15.91417317119918	9.089623417278624	6.981238232710379	1.228278835055848	1328.916511122819	163.9411120241076
"20-5J"	7.468521083	"20-5J"	1	999.9	999.9	79	3.362075328826904	3.692363023757935	5.896239280700684	0.4703989028930664	5.672344207763672	0	11.70180130004883	0	8.408347129821777	0	10.79643058776855	0	4	1	7	0	12154.58001899719	3.675310850143433	0.7418581247329712	0.8482511043548584	314.3864	4	4	4	2.845898389816284	-35.22814559936523	-36.80999755859375	91.61201477050781	1.766839385032654	4.158790111541748	4.450355052947998	46	8	16.39697647094727	1.568708539009094	7.719962120056152	4.420392513275146	0.7228832244873047	4.083748357104518	438.5904821759999	114.31892338944	916.6939032044262	-238.936927069846	1155.630830274272	32.91374197292802	0.7932411309362148	0.05952827288092223	-0.04840695086332125	63.20800797613634	18.1983175091859	0.1060625309939275	0.1833872279816254	1.050292117795677	2.48682762228204	78.87074262143999	474.038662944	0.1426467732824725	91.76704015559908	59.05291860693789	49.0463501284634	0.6079664570230608	0.5519005847953217	0.6276067527308838	1.931470231314932	14.3758742696015	10.4996020639703	7.442969628278713	1.103528958633089	944.9810849559046	200.9758750004633
"20-5K"	7.200659451	"20-5K"	1	999.9	999.9	80	3.296629905700684	3.806398391723633	6.069453239440918	0.5093755722045898	5.569272041320801	0	11.68589782714844	0	8.402566909790039	0	10.66040420532227	0	4	1	7	0	12154.58001899719	3.675310850143433	0.7418581247329712	0.8482511043548584	314.3864	4	4	4	2.845899343490601	-35.0372314453125	-36.80999755859375	91.61201477050781	1.718071103096008	4.158790111541748	4.450355052947998	46	8	16.39697647094727	1.568708539009094	7.719962120056152	4.396563529968262	0.7295564413070679	4.065014838923919	422.0387740799998	120.74036635584	905.0900352380872	-258.9356976113053	1164.025732849393	31.77822252170845	0.7775515723413984	0.05854724353664595	-0.05499619825951683	65.53535226653119	17.24855630491176	0.1033683766706971	0.1787289054692539	0.9986468817755658	2.189110731492951	87.39749741183999	455.3816430239997	0.1610185265072304	90.29350880293154	64.96616468268493	48.97878559389222	0.6264161370544349	0.512987012987013	0.632725430597771	1.862090867962669	15.35645120909863	9.386479343772013	8.246886053364447	1.10196156315858	997.0600487620269	172.9138280825664
"19-8"	6.935542011	"19-8"	1	999.9	999.9	81	6.066725730895996	4.934625625610352	5.971895217895508	0.4604173302650452	5.568181037902832	0	11.80370330810547	0	8.476840019226074	2.233652830123901	11.48395919799805	0	6	1	7	0	14127.6399936676	4.032302856445312	0.7861338257789612	0.7225846648216248	371.4814	7	4	4	3.247102737426758	-36.48085021972656	-39.29000091552734	110.4888076782227	1.704300999641418	5.538461685180664	6.130495071411133	52	9	19.3885383605957	1.773826956748962	9.528524398803711	4.908790111541748	0.8434846997261047	4.865556040455179	550.8177333119999	118.62556438656	1355.519139837003	-291.9281936034068	1647.44733344041	35.22368299197002	0.8227996832676108	0.05261638007739187	-0.03672788269446545	79.41308901429156	23.58025849923308	0.09008020922031854	0.1557530234505423	0.9137827166508671	2.078027200945809	72.06717805055999	597.3761196479999	0.1076524005816707	114.6181050500526	74.88715692269025	49.05377273687412	0.5281306715063521	0.554093567251462	0.5991379310344828	2.65073452485177	18.92758628587544	11.46612307997806	7.140506191178796	1.074213773762042	1686.818103984051	234.9797454921334
"19-11"	6.619788758	"19-11"	1	999.9	999.9	82	0	3.519748210906982	5.393052577972412	0.441734254360199	4.907158851623535	0	11.60666847229004	3.362417221069336	8.331508636474609	0	0	12.15993309020996	4	1	7	0	13854.98005104065	3.334209442138672	0.6794953942298889	1.125222206115723	338.2388	3	2	5	3.279700756072998	-33.80541229248047	-35.81000137329102	93.44122314453125	1.636651754379272	4.110330104827881	4.267970561981201	43	8	15.68986988067627	1.722295165061951	7.879110336303711	4.498515129089355	0.9186685681343079	4.190994471062297	330.5568900479999	226.671026736	629.7363386303105	-431.8257777897513	1061.562116420062	28.86921478905028	0.5932166714758025	0.05180862968184875	-0.05372529631249634	126.3074240233916	16.08673241609233	0.1163629132865615	0.2013130345563369	1.208501807511249	0.5283698753303465	55.660292688	501.567624096	0.09988783944860354	96.01868815844439	64.33766555666244	39.52122778292403	0.6492576882290562	0.6131859756097561	0.6847826086956522	2.562482812703701	16.39709916910264	9.019275311024661	6.398910887445874	1.220438085286713	1394.359948782769	167.9892886951748
"19-20"	7.327902142	"19-20"	1	999.9	999.9	83	2.166794776916504	3.908843040466309	14.99775123596191	0.5333268046379089	4.193375587463379	2.563230991363525	11.79246139526367	0	8.490700721740723	2.353513956069946	0	0	4	1	5	2	13733.92009162903	4.103466033935547	0.7906752824783325	0.5403901338577271	333.4352	3	2	4	3.490699768066406	-32.01267623901367	-34.28999710083008	104.5165939331055	1.52824854850769	3.98353910446167	3.916620492935181	54	9	17.3885383605957	1.705785393714905	8.712044715881348	5.134162902832031	0.87201988697052	4.332302670734821	435.3370412159998	143.597446608	882.1135810752615	-290.9682591003769	1173.081840175638	33.64399646729506	0.7519625283549274	0.05811365046458085	-0.0363530331597468	83.13351420483663	19.47766986314593	0.1094027501440945	0.1891626267259122	1.109792518257133	2.565145078110668	52.1379936	526.7964942239998	0.09005853804973236	103.2870059993457	65.2048978171993	41.31851467837089	0.6739297615995898	0.5488621151271754	0.6182033096926713	2.293071927479275	16.5050681039022	9.285680407998443	7.197797812668647	1.083205725572966	1285.5461559316	158.9636717161447
"20-5D"	6.920818754	"20-5D"	1	999.9	999.9	84	1.711914300918579	3.874777555465698	8.168028831481934	0.5308561325073242	5.066193580627441	0	11.65809631347656	0	8.393588066101074	0	5.429878234863281	0	4	1	6	0	11248.36003875732	3.689703702926636	0.759513795375824	0.7026137113571167	284.3602	3	3	4	2.862298965454102	-31.57177925109863	-33.13999557495117	85.14881896972656	1.759420275688171	3.673469305038452	3.748640060424805	42	7	14.81962490081787	1.36458432674408	7.196906089782715	4.125346183776855	0.6548418402671814	3.856936347296886	399.4004044799999	112.78215320064	746.3764394950545	-210.7607874308387	957.1372269258932	31.19054286651993	0.7798008707845089	0.06089731561293835	-0.04365590066631581	57.76505168703355	15.97525202082182	0.118625404195035	0.2051090406819326	1.174696905955458	2.781386869530018	62.20905339263999	449.9735042879998	0.1214587503220464	84.23793270857993	54.56201769828903	45.39193316615751	0.6853968253968254	0.5293233082706766	0.6859649122807018	1.857328977047532	13.83659149353404	8.882526105094144	7.449725743001712	1.089513664246558	779.9017804610196	138.3342480471985
"20-5M"	5.13667714	"20-5M"	1	999.9	999.9	85	0	3.767081499099731	5.794622898101807	0.5039507746696472	5.173822402954102	0	11.61441993713379	0	8.349826812744141	0	0	12.01849746704102	4	1	7	0	13421.70005989075	3.368042469024658	0.6933009028434753	1.024274945259094	323.2242	2	2	4	4.207500457763672	-28.17538642883301	-31.2299976348877	88.29522705078125	1.736296653747559	3.673469305038452	3.912194013595581	42	8	14.98276329040527	1.706779599189758	7.629110336303711	4.671654224395752	0.9390321373939514	3.706391202128648	305.8566255359999	212.256046464	503.1342685074869	-349.1612862822698	852.2955547897567	25.81043684693315	0.5903284016492844	0.04981626244982703	-0.05335741361923988	109.9725473816192	13.37271440025179	0.1347600368978027	0.2330065985659431	1.334471308776521	3.261618045594423	50.58415824	467.52851376	0.09763157894736843	84.9159732849387	61.19581111256198	42.54047016827671	0.6058333333333333	0.6307070707070707	0.6900252525252525	2.273520769958816	14.85239397737686	9.437126270866985	6.532772505810849	1.218179406243098	1061.222300983246	168.2485597141749
"19-7"	5.832682665	"19-7"	1	999.9	999.9	86	3.953411817550659	4.826774120330811	5.865089416503906	0.4465284943580627	5.398968696594238	0	11.73607635498047	3.516926765441895	8.42518138885498	0	11.33104133605957	0	6	1	7	0	13614.37999916077	3.64237117767334	0.7159504294395447	1.058068513870239	357.4546	7	4	5	2.615702867507935	-40.4272346496582	-42.35000228881836	106.254020690918	1.637884616851807	5.517701148986816	5.901327133178711	49	8	18.51829528808594	1.568708539009094	9.145029067993164	4.567296504974365	0.6929898858070374	5.005168194594446	530.7064667519999	128.811192048	1311.818255034016	-318.3998788320926	1630.218133866108	35.55994190662587	0.8046887898614064	0.05391810428749945	-0.03999469690114967	84.95325580673412	23.4524096333219	0.08968252682438192	0.1550654128056558	0.8447665444822984	2.136684484026961	74.592391104	584.925267696	0.1131014311879408	111.8801196533417	74.57521248611559	52.11226102919187	0.5113595384060584	0.58729662077597	0.6555333998005982	2.752209365896339	18.6943010821105	11.70354226752865	6.792470556113432	1.082923966081288	1695.31736093273	240.2326599619788
"20-9A"	5.522878745	"20-9A"	1	999.9	999.9	87	2.212310314178467	4.394203186035156	0	0.7333561182022095	3.054489135742188	0	11.37561225891113	0	8.230029106140137	0	0	0	4	1	4	0	7213.47998046875	3.521640300750732	0.8445332646369934	0.2857146263122559	192.2632	1	2	4	1.84649920463562	-25.43000411987305	-25.28000068664551	58.59059143066406	2.304877281188965	2.172839403152466	2.271118879318237	27	5	10.12939167022705	1.031250953674316	5.110735893249512	3.001585006713867	0.4938541948795319	3.183462148034098	330.8813544959999	69.16175851200001	461.2095441001549	-96.40332730749698	557.6128714076519	24.9544136849131	0.8271142377831238	0.06237931081296748	-0.04307247104607882	27.66768517624802	9.982841333802071	0.1590380842812965	0.2749845145322696	1.613298347809929	3.789079298329231	52.1379936	347.9051194079999	0.130330936603219	65.12965128065969	42.4719235583928	32.14473600838371	0.6052052785923754	0.6134593993325917	0.6543887147335423	2.19079622167608	12.31569838741112	8.738099811104636	5.621562729366463	1.046703601305097	313.0928746026922	61.36286623425256
"20-9B"	7.187086643	"20-9B"	1	999.9	999.9	88	6.8244309425354	3.102708339691162	0	0.6477079391479492	3.021095514297485	0	11.51747894287109	0	8.32555103302002	0	0	0	3	1	4	0	8239.999969482422	3.149397373199463	0.7287019491195679	0.8506026268005371	220.3168	1	2	4	2.30449914932251	-24.77269744873047	-25.99999809265137	67.61430358886719	2.285706281661987	2.651404857635498	2.521857023239136	31	9	11.92228507995605	2.337489604949951	5.784056186676025	3.546917915344238	1.800093054771423	3.33383366614828	350.07979776	77.48768966399999	519.6584415099043	-115.0227262092037	634.6811677191079	25.28722818254359	0.8187708561966526	0.05914207447084803	-0.04067994900560505	33.13121677592712	10.81199661792752	0.1493400146431216	0.2582160835131436	1.478850625016123	3.388593295878946	51.021594624	376.5458927999999	0.1193299212982584	69.89640827931211	48.0582876657118	35.3312774489556	0.6335664335664336	0.5951923076923077	0.6498579545454546	2.029185724491556	12.8001892482578	8.618790189616547	6.308042232785315	1.025516780974628	425.0081835917943	72.444579359466
"14-8"	7.657577319	"14-8"	1	999.9	999.9	89	1.984081268310547	0.6263778209686279	11.38604259490967	0	3.067282915115356	1.207501769065857	11.44529342651367	0	12.58969116210938	2.068297863006592	0	5.903207778930664	1	0	5	2	13053.7400932312	3.533770561218262	0.7036064863204956	0.9256610870361328	314.7766999999999	3	3	4	2.858200311660767	-34.18819808959961	-33.52000045776367	91.77429962158203	1.820071935653687	4.110330104827881	3.683359622955322	43	8	15.68986988067627	1.722295045852661	7.058590412139893	3.562785863876343	0.7556549906730652	3.834995532416043	337.8310763519999	189.04169592	702.4681285615162	-393.0833296760859	1095.551458237602	31.74545611916877	0.6412004835535389	0.06025260326563253	-0.04737657840069918	99.60092240437081	16.72581647254557	0.1068311211855163	0.1835742362361856	1.186915717431005	2.569665603031002	55.728716736	471.1440555359998	0.105772626085202	72.5652640494815	72.02217378655305	50.2765905530037	0.5558574879227053	0.66703216374269	0.738558352402746	1.917716101281048	14.3897047144167	9.072217163658213	7.503563590462779	1.19000665526992	957.0163268742099	193.2470173404043
"14-9"	7.173925197	"14-9"	1	999.9	999.9	90	1.972597241401672	0.611208975315094	11.39406299591064	0	3.000246047973633	1.199400424957275	11.44597816467285	0	12.58586597442627	2.049995422363281	0	6.018423080444336	1	0	5	2	13053.7400932312	3.754441022872925	0.74754399061203	0.7049906253814697	314.7766999999999	3	3	4	2.858200311660767	-34.18819808959961	-33.52000045776367	91.77429962158203	1.837913036346436	4.110330104827881	3.683359622955322	43	8	15.68986988067627	1.722295045852661	7.058590412139893	3.527481317520142	0.7556549906730652	3.825985410499306	339.0120666239999	191.26029384	706.0040742641874	-398.3060085373597	1104.310082801547	32.02311517984246	0.6393168716682818	0.06038993839283181	-0.04870910406088962	101.420047477575	16.98097287582561	0.1066676588926085	0.1832933514339859	1.185099617754183	2.565733787600768	57.041025888	473.2313345759999	0.1075692986111663	61.66309813877649	78.05168394577535	51.91512827628369	0.4973007303906002	0.6417910447761194	0.6073080481036077	1.450512077127406	13.28174038017421	9.335793938981951	9.156587242263688	1.19172223167111	855.0814631792927	205.8716365741008
"21-4"	6.585026652	"21-4"	1	999.9	999.9	91	0	0.6009621024131775	13.66542148590088	0	2.359602451324463	1.226872801780701	11.3742790222168	3.287648677825928	12.48521518707275	0	0	0	1	0	4	2	11000.70009803772	3.446439504623413	0.6989704370498657	0.8754885792732239	266.3048	3	3	5	1.562400341033936	-38.14641952514648	-35.61000061035156	82.73470306396484	1.801231741905212	3.814404487609863	3.04267144203186	38	6	13.94938182830811	1.235375165939331	6.197465896606445	2.891662359237671	0.4173565804958344	4.278836100674521	334.0181792639999	159.158608224	704.3415874182232	-335.6165351304336	1039.958122548657	33.58792413607377	0.6772787927942114	0.06810524134186068	-0.05008960652664941	78.49333110497346	16.56478452381952	0.1053444322287701	0.1810195724023547	1.144954856255753	2.65268233069456	65.54822736000001	427.6285601279999	0.132910203851788	90.0185497518077	48.53881804266029	26.18926711263702	0.6039236479321315	0.7166085946573751	0.6811594202898551	3.876817866576077	16.20471104168909	9.198323619566008	4.179900010624111	1.14115213560929	912.5795079890648	82.01816351987816
"21-7"	6.920818754	"21-7"	1	999.9	999.9	92	3.634880781173706	0.5973509550094604	11.58158874511719	0	3.084071159362793	1.197982668876648	11.48561096191406	0	12.6375617980957	2.056893587112427	5.390726089477539	0	1	0	5	2	12420.18007278442	4.055957317352295	0.8006091117858887	0.4676046371459961	310.3577999999999	4	4	4	2.177400350570679	-37.66003036499023	-36.31000137329102	93.43268585205078	1.846402525901794	4.158790111541748	3.944439649581909	46	8	16.39697647094727	1.569702625274658	7.109999179840088	3.539827346801758	0.6156123876571655	4.306652502578741	401.6510467199998	139.84090228416	951.0499161560058	-331.1224401495147	1282.17235630552	35.62471566164787	0.7417488800316664	0.06578992675175341	-0.04667066437639388	75.72272272835005	19.29049671634473	0.09381459449203913	0.1612071703741396	0.9063473305087958	2.186054332183402	71.01648878015999	470.4754602239998	0.1311496669724528	90.01781555786732	70.89689279283289	42.563331535142	0.6349607182940517	0.6370370370370371	0.7058441558441558	2.351011863117872	16.17553559801564	8.764415161065379	6.880244141585878	1.141493621052669	1067.611119859619	124.803578184683
"21-8"	6.698970004	"21-8"	1	999.9	999.9	93	1.637381792068481	0.5485357642173767	11.39598560333252	0	3.002353668212891	1.189141035079956	11.41110992431641	3.282370805740356	12.50884246826172	0	5.190944671630859	0	1	0	5	2	11906.92007827759	3.663532495498657	0.7294433116912842	0.7958991527557373	296.331	4	4	5	1.546000480651855	-41.81096649169922	-39.37000274658203	89.19789123535156	1.751174211502075	4.308390140533447	3.712560892105103	42	7	15.52673244476318	1.439499378204346	6.720521926879883	3.18761157989502	0.48539799451828	4.700724020657246	371.8407813119999	159.97198354368	867.8865437120652	-373.3789727486947	1241.26551646076	35.47201925943324	0.6991949157386392	0.06670020278482676	-0.05737271523767594	85.07514286781178	18.86447263737312	0.09517412183681687	0.1635433255693581	1.01142996886696	2.396583332307224	88.03053735168001	443.7822275039999	0.1655291921689191	97.86244413661979	53.27162219612967	27.5253077563658	0.6091044037605146	0.7436323366555925	0.7021276595744681	4.09834219333186	17.1345591945766	9.376729389545448	4.180851277488519	1.150775443538042	1232.248082719943	106.9682708095091
"21-10"	7.13667714	"21-10"	1	999.9	999.9	94	1.63954758644104	0.5615925788879395	11.38702869415283	0	3.064084053039551	1.195766806602478	11.40575218200684	3.283408164978027	12.5046501159668	0	5.124836921691895	0	1	0	5	2	11906.92007827759	3.442862033843994	0.685505747795105	1.0165696144104	296.331	4	4	5	1.546000480651855	-41.81096649169922	-39.37000274658203	89.19789123535156	1.7204749584198	4.308390140533447	3.712560892105103	42	7	15.52673244476318	1.439499378204346	6.720521926879883	3.207891941070557	0.48539799451828	4.731641040909571	372.0106790399999	160.05368524992	866.7209218515478	-372.8975600329249	1239.618481884473	35.32807777208483	0.6991836026013062	0.06639812801451725	-0.05680699835810938	85.15886229475758	18.79681124138916	0.09534566257706203	0.1638380943771265	1.036281434916838	2.400902909453662	87.19175025792001	444.8726140319998	0.1638744409697199	97.61215114394957	55.58977930481977	26.49113003093903	0.5855231724796942	0.7331240188383046	0.6894409937888198	4.338667961774965	18.13789812377018	9.19121315937692	4.180522290152367	1.154296237220268	1305.384296439308	84.794359716654
"21-11"	7.744727495	"21-11"	1	999.9	999.9	95	3.646304607391357	0.6310369968414307	11.61188983917236	0	3.208293199539185	1.21359384059906	11.47337913513184	0	12.6275577545166	2.085273265838623	5.169338226318359	0	1	0	5	2	12420.18007278442	3.757924556732178	0.741780161857605	0.7656373977661133	310.3577999999999	4	4	4	2.177400350570679	-37.86458206176758	-36.31000137329102	93.43268585205078	1.781900644302368	4.345678806304932	3.944439649581909	45	8	16.39697647094727	1.637743949890137	7.104016304016113	3.556606531143188	0.6347141265869141	4.079294284433223	400.0171633919999	142.36865626368	927.5228211486884	-330.1112699334	1257.634091082088	34.78190719023478	0.7375140516135558	0.06412761161845125	-0.05123359445756938	77.21874032085381	18.86521324056328	0.09580293981959249	0.1646238620985564	0.99497359310477	2.520436343477752	80.35259261568	462.0332270399999	0.1481465586004624	72.45094151994816	75.13690082568738	53.05839142863347	0.5594806763285024	0.7032163742690059	0.7740274599542334	1.889127331609796	14.20733978459955	9.114779674052436	7.520583470936784	1.132790954553281	910.3510859513271	195.4325585274437
"21-12"	6.853871964	"21-12"	1	999.9	999.9	96	0	0.517350971698761	11.20152759552002	0	2.735951900482178	1.17051112651825	11.37926578521729	3.22399115562439	12.45780658721924	0	0	6.091372489929199	1	0	5	2	12540.48009872437	3.653756618499756	0.7340870499610901	0.7385607957839966	300.7499	3	3	5	2.226799964904785	-38.17549133300781	-36.58000183105469	87.53950500488281	1.800789594650269	3.854848384857178	3.451269865036011	41	7	14.81962585449219	1.433619976043701	6.681078910827637	3.307645320892334	0.5698554515838623	4.2814265272964	310.4142074879999	196.124244624	660.7708066649684	-417.4846651510214	1078.25547181599	31.68254073678696	0.6128146958907765	0.06254715827532414	-0.05543766539991769	99.34447129347619	16.04842514378745	0.1043555514540567	0.1793203209429603	1.159411628816571	2.745443146985282	66.227189952	440.3112621599999	0.1307446447073609	94.70789841230879	48.66744167385538	27.15362189943803	0.6250648676699533	0.7171893147502904	0.6960486322188449	3.883943718224458	16.2344962535048	9.333022067040883	4.179899975720139	1.21528517200987	1012.869169674858	120.002654731521
"21-13"	6.920818754	"21-13"	1	999.9	999.9	97	1.954294800758362	0.5867953896522522	11.39083290100098	0	2.9041428565979	1.188338041305542	11.44689178466797	0	12.58071517944336	2.018699169158936	0	6.207066535949707	1	0	5	2	13053.7400932312	3.845350503921509	0.7656449675559998	0.6140811443328857	314.7766999999999	3	3	4	2.858200311660767	-34.22910690307617	-33.52000045776367	91.77429962158203	1.857249140739441	3.925619840621948	3.683359622955322	44	8	15.68986988067627	1.63873815536499	7.064573287963867	3.626722574234009	0.7203503251075745	4.159646805935836	333.8216407679999	185.127450816	706.9494107771659	-392.0528948681304	1099.002305645296	32.02284427882411	0.6432647174486203	0.06170710152142297	-0.0472407736694083	96.0717224282248	16.61822594843166	0.1048940767558246	0.1802456977413196	1.089390749821295	2.483649826922874	54.566701728	464.3823898559999	0.1051484675721174	87.055061595512	68.37177653506753	38.98432131230048	0.6264714326729831	0.6599326599326599	0.7089499647639183	2.527076346286965	16.18071850667943	8.588057682266449	6.402940113168234	1.201907606654641	1038.33893830547	123.9390671048162
"21-14"	6.853871964	"21-14"	1	999.9	999.9	98	0	0.5417645573616028	11.18045234680176	0	2.848860740661621	1.181573510169983	11.37835121154785	3.244037628173828	12.46295738220215	0	0	5.939780712127686	1	0	5	2	12540.48009872437	3.46328067779541	0.6958179473876953	0.9290367364883423	300.7499	3	3	5	2.226799964904785	-38.13458251953125	-36.58000183105469	87.53950500488281	1.781368494033813	4.050000190734863	3.451269865036011	40	7	14.81962585449219	1.524050235748291	6.675096035003662	3.177587985992432	0.6063387989997864	4.30194469696777	309.0366787199999	211.16484312	647.0138855068682	-442.104752678208	1089.118638185076	32.08646988341476	0.5940710777371607	0.06168084585743234	-0.0554276463528881	109.8482727501288	16.69143046382568	0.1061014308777328	0.1823203650943598	1.127556155584008	2.671744301420625	64.650546576	455.5509752639998	0.1242798105382798	94.76894013964878	50.08355139091817	26.12121325166089	0.6410392364793213	0.7346109175377468	0.6894409937888198	3.901981169579842	16.31028139514157	9.064001263220611	4.180000027242015	1.21463582845242	1255.638381151089	98.82964020961882
"21-16"	7.795880017	"21-16"	1	999.9	999.9	99	5.206612586975098	0.5579814314842224	9.396621704101562	0	3.617534160614014	1.166876792907715	11.5170841217041	0	12.65699768066406	2.028560161590576	10.6850643157959	0	1	0	6	2	13326.40005302429	3.973660945892334	0.7716225385665894	0.6701952219009399	340.384	5	5	4	2.161000490188599	-41.31639099121094	-39.97999954223633	99.89588165283203	1.823124051094055	4.646399974822998	4.640515804290771	50	9	17.97432708740234	1.773826837539673	7.633055210113525	3.841546773910522	0.6836538314819336	4.626712022732968	445.6633547519999	134.451872016	1156.403264409349	-348.87449826945	1505.277762678799	37.50902940011706	0.7682324720813265	0.06465789496526646	-0.05393856819794132	77.99757822394395	21.75955909629648	0.08560959261009737	0.1471080300792315	0.847755371133207	1.994862546791889	92.459675616	487.6555511519999	0.1593815699876062	97.3780335671195	78.84386323578231	42.99566368706863	0.5995169082125604	0.6409523809523809	0.6900621118012422	2.606892303920449	17.90740312326852	9.07041073909847	6.869253131914179	1.150669000572506	1412.842860313565	136.0264144319285
"21-18"	7.301029996	"21-18"	1	999.9	999.9	100	5.21511173248291	0.5449246168136597	9.359237670898438	0	3.621220588684082	1.160251021385193	11.52244281768799	0	12.66118907928467	2.017726898193359	10.73122787475586	0	1	0	6	2	13326.40005302429	3.973660945892334	0.7716225385665894	0.6701952219009399	340.384	5	5	4	2.161000490188599	-41.31639099121094	-39.97999954223633	99.89588165283203	1.846956372261047	4.646399974822998	4.640515804290771	50	9	17.97432708740234	1.773826837539673	7.633055210113525	3.840676546096802	0.6836538314819336	4.610342344195217	439.1238001919999	142.80435848448	1138.901489073409	-370.3741221862095	1509.275611259619	37.53561607498617	0.7546013947679212	0.06450214775713217	-0.05330976307230859	83.1018773838494	21.84303194730398	0.0856496573045944	0.1471768755015015	0.8688387517016837	2.092366907403338	91.41544798848	490.512710688	0.1570906075354603	95.6136714384964	77.96217257880993	44.43911928243068	0.6011875309252845	0.6802325581395349	0.7102628285356696	2.541930509062417	17.06848976273	9.317833256243746	6.714774342523493	1.149738454535073	1353.750147729948	156.1968226997916
"21-19"	7.22184875	"21-19"	1	999.9	999.9	101	3.198596000671387	0.5091662406921387	9.284260749816895	0	3.42442774772644	1.158035159111023	11.44258403778076	3.278130531311035	12.52827644348145	0	10.50985527038574	0	1	0	6	2	12813.14005851746	3.720175266265869	0.7282289266586304	0.864787220954895	326.3572	5	5	5	1.529600620269775	-45.27641296386719	-43.04000091552734	95.66108703613281	1.731378674507141	4.601177215576172	4.407001972198486	47	8	17.10408401489258	1.568708419799805	7.249560832977295	3.501413822174072	0.5352077484130859	4.777127289672423	415.6897261439999	157.98765599232	1085.099728352281	-412.4046100682075	1497.504338420489	37.82454946700977	0.7246053951020538	0.06593348569217557	-0.0612703641352482	90.63394489952759	21.6990885187199	0.0850989987686958	0.146230645017087	0.9454673699511889	2.302797765105437	104.18348341632	469.4938987199998	0.1816063987538617	105.5020256312527	56.0706390072903	30.11459710370897	0.579185520361991	0.7420198848770277	0.7142857142857143	4.320539791518225	18.06878646677702	10.08124377715619	4.182066903364335	1.161406846318585	1487.019999659084	132.2137953398856
"21-21"	7.055517328	"21-21"	1	999.9	999.9	102	0	0.4733222723007202	8.887103080749512	0	3.067941188812256	1.133313179016113	11.38265419006348	3.192571401596069	12.43937492370605	0	0	11.97927379608154	1	0	6	2	14080.26009941101	3.516027450561523	0.7000736594200134	0.9434041976928711	335.195	3	3	5	2.891199827194214	-38.15546798706055	-37.45999908447266	92.34430694580078	1.778205156326294	4.110330104827881	3.870284080505371	43	8	15.68986988067627	1.722295045852661	7.158709049224854	3.58313775062561	0.7588376998901367	4.314018709115651	282.4994578559999	249.856663056	597.0118670149238	-528.027171711777	1125.039038726701	29.96456262792992	0.5306587954169459	0.05628668752149683	-0.06152136192775233	133.0127239285088	15.95181832542946	0.1051137352338012	0.1806231514561933	1.167835206467856	2.804895407508694	66.445908144	465.9102127679999	0.1248147725439297	99.11116054194905	53.42064999664597	27.10101231748429	0.6100096711798839	0.7326839826839827	0.6960486322188449	4.172918588215111	17.44279960004645	9.314716682581928	4.179999976349235	1.282363853462082	1429.805546311499	120.2525657886886
