Compound Id,mpC
63307,77
63310,120.5
63319,111.5
63320,111.8
63328,151.5
63350,74.2
63447,48.8
63453,212
63459,84.5
63495,97.2
63503,54.5
63512,140.5
63515,187
63522,100.5
63533,39.5
63538,113.8
63555,118.8
63567,89.5
63575,141
63658,139.8
63718,78.5
63738,81.8
63757,191.5
63871,-6.2
63882,68.5
63909,37.8
63931,128.5
63956,63.7
64003,137.5
64012,90.5
64024,195.2
64045,78.2
64095,-149.1
64111,98.5
64143,162
64147,41.5
64152,19.5
64166,123.2
64377,36.5
64618,84.5
64644,155.8
64830,113.2
65061,114.3
65648,219
65682,80.5
65689,62.2
65693,124.8
65700,175.3
65701,84.8
65703,117.5
65704,38
65715,172.5
65745,48.7
65785,147.8
65903,123.8
65974,187
66344,24.5
66365,11.8
66369,13.6
66385,41.2
66396,37.5
66460,66.2
66464,36.7
66498,161
66512,105.5
66528,-7
66547,127.1
66551,26
66568,-110
66572,157.7
66578,155.8
66663,57.9
66675,12.8
66716,188.5
66754,44.8
66759,64.8
66847,58
66909,126.2
66916,154.3
66996,66.5
67007,31
67145,15.5
67212,54.8
67229,116.3
67230,174.5
67257,184.5
67268,30.5
67282,195.5
67360,-16
67424,30.8
67462,11.7
67466,43.7
67479,-40.5
67509,120
67593,100.5
67597,109.5
67620,-129.8
67735,11.3
67788,206.9
67790,50.5
67803,31.8
67835,18.5
67879,111
67895,47.2
67953,99
68030,126.2
68122,169.8
68156,36.5
68220,39
68224,-43.2
68247,46.8
68265,104.5
68268,-130.8
68282,158.2
68309,139.8
68350,74.3
68404,46.4
68568,182.3
68579,215
68709,49.5
68816,131.5
68837,181.5
68896,56.5
68899,225.5
68907,31.5
68939,125.5
68961,233
69027,147.5
69057,28
69150,59.5
69290,51.5
69366,114.2
69446,44.8
69450,83.8
69505,-110.8
69525,44.8
69628,52.5
69703,105.5
69736,-7.8
69792,22.8
69826,-115.1
69896,57.8
69970,116.2
69973,58.8
69983,151.8
70021,160.5
70048,83.7
70071,271.2
70085,48
70280,187.5
70309,70
70319,41.8
70450,50.5
70500,168.4
70511,86.5
70512,93.5
70514,36.2
70652,58.2
70660,88.3
70682,15.7
70705,-77.9
70806,101.8
70865,189.5
70868,55.2
70915,54
70962,79.8
70988,88.8
70990,75.2
71166,163.5
71213,68
71655,94.8
71672,83.5
71784,46.2
71926,69.5
71934,151.5
71964,68.5
71976,174.5
71995,20.5
72051,-27.8
72054,39.7
72056,82.2
72141,93
72148,99.5
72174,118.5
72268,-91
72274,96.5
72291,167.8
72416,96.8
72466,98.7
72534,94
72625,19.5
72680,28.5
72718,72.3
72806,50.8
72918,53.8
73125,65
73131,159.5
73183,166.5
73276,60.5
73512,104.5
73531,67.9
73537,34.3
73564,-22.2
73565,-48
73626,97.8
73658,14.5
73763,46.4
73945,70
74123,78.5
74169,26.5
74171,76.7
74932,80.5
74935,53.5
75095,194.8
75176,42.8
75479,26.8
75563,75.8
75956,79.5
76286,24
76541,-104
76852,34.4
77127,29
77230,66.6
77916,199.6
77934,142
78543,26
78578,89.5
78722,25.5
78873,146.8
79400,175.8
79453,72.7
79481,113.5
79719,71.2
81061,155.2
81237,-133.2
81679,105
81705,36.2
81759,17.5
83338,24.5
83365,32
83703,-9.9
84221,-130.1
84451,271.8
84452,222
84565,146.5
85185,38.8
85216,81.5
85490,31
86040,67.8
86894,32
87265,77.5
87514,64
88942,133.3
91446,106
91500,121.5
96573,60.5
96816,91.7
97850,109
97904,69.5
105768,82
119963,-28.1
120011,74
120096,145
121113,-118.2
121154,-124.5
121262,142.5
121383,67.4
121640,-113
122546,-104.8
123905,96.5
124512,39.5
124526,61.8
126037,50.5
126201,-93
142204,112.2
149513,48.8
165975,140.2
177126,60.8
191427,28.5
191496,42.5
194210,144
200562,180.2
205386,33.5
207215,32.8
211145,30.5
217532,92.5
221079,-143
221355,57
224468,124.1
226885,91.2
258050,200
258907,56
284177,117.5
284794,127
287294,26
306959,88.3
328957,163
361265,24.8
452568,-81.8
452968,-36.2
452969,-38.8
453123,128.5
453633,130.8
453910,142
454272,-116.8
454393,157
454604,99
455964,68.2
477171,38.7
483123,32.5
510851,50.8
512092,150.8
521915,83.8
523754,225.5
525308,162.5
525531,153.5
528656,78
531832,155
571424,219.7
589165,151.5
608157,180
610932,153.5
616466,301.3
638258,138.5
642951,81.5
745600,156
1013196,227.2
1013221,88.6
1013337,169.5
1061203,219.2
1131173,146
1414905,185.5
2005824,65
2005830,234.5
2005897,128.3
2005898,105.5
2005963,124.5
2006126,114.2
2015070,164.8
2016563,151.2
2016737,77.5
2272143,180.5
2297301,160.2
2661194,127.5
2745027,175.5
2848685,143.5
3009396,122.5
3542441,139.2
3637837,95.5
4286892,199.8
4418329,88.3
4436353,-10
4444448,300.8
4444774,230.2
4444926,286.2
4444935,214.8
4445872,0.2
4478521,223
4514715,129.2
10181338,184.4
10181341,77.2
10181821,131.5
10237273,48.5
10239201,-15.1
10243171,150.5
10248513,236.1
10251740,132.3
10256859,165.8
10274392,157
10289059,74.5
10297844,164.8
10298354,110.5
10298355,111
10301338,49
10442628,183.6
10442653,199.1
10446934,70.8
10771160,24.2
10772050,57
10772140,62.4
10778469,193.2
10790335,46.2
10800462,23.5
10801689,154
11178542,176.2
11202219,142.6
11279086,93.5
11332993,65.2
13835108,-19.3
13835126,19
13835151,43.6
13835180,-10.2
13835209,18.9
13835293,127.2
13835294,285
13835336,10.4
13835344,38.2
13835351,20.4
13835401,-38
13835459,107.3
13835550,9.9
13835557,133
13835579,40.5
13835604,28.3
13835630,20
13835772,31.4
13835861,27.2
13835895,-6
13835977,-88.1
13836021,-4.7
13836283,63.8
13836399,-76.3
13836549,4.7
13836674,-134.6
13837112,-57.1
13837190,-105
13837280,-84.9
13837281,-22.2
13837329,3.6
13837537,-4.9
13837582,101.8
13837584,-10.5
13837650,-35.5
13837686,8.2
13837702,27.4
13837760,105.2
13837787,44.8
13837988,-17.2
13838404,8.5
13839012,58
13839080,107.2
13839107,-77.3
13839109,-61.7
13839110,63.6
13839123,24.5
13839128,75.1
13839151,72.8
13839174,47.4
13839199,-68.9
13839308,-23.9
13839416,43.7
13839441,-17
13839553,-26.6
13839575,-65.3
13840647,2.5
13840690,-43.7
13842573,64.7
13842613,-6.4
13842838,13.9
13846015,-127
13846658,166.2
13846663,98.9
13846749,116.8
13846959,147.9
13848341,19.1
13848467,12.8
13848793,70.5
13848808,-8.2
13850405,-51.1
13851383,-29.6
13851576,-3
13853943,72
13853953,32.9
13854130,-17.2
13854242,89.9
13854808,-113.1
13854818,9.8
13856009,12.8
13856579,-22.5
13856885,21.7
13856959,19.6
13857694,-24.9
13858096,24.1
13859497,36.7
13860335,-15
13860434,81.7
13860491,50.7
13860633,17.2
13860641,-45.8
13860692,-30.4
13860775,5.8
13860817,61.8
13861158,-1.7
13861934,-42.7
13863300,141.2
13863629,-37.2
13863774,52.3
13864445,53.6
13864773,-65
13865015,-41.1
13865426,-43.5
13865630,-20.7
13865683,13.8
13866746,-47.6
13866817,53
13867055,18.5
13867714,71
13868426,52.2
13868640,87.6
13868642,69.5
13868660,55.3
13869339,71.2
13869414,57.8
13869434,14.5
13869451,-10.1
13869480,-0.7
13869655,49.5
13869661,81.2
13870160,-1.8
13872667,-32
13873600,54.7
13874733,3.3
13875160,7.5
13875161,72
13875180,-16.7
13875212,6.4
13875219,43
13875230,-48
13875258,27.5
13875281,-35.5
13875320,-27.6
13875377,-21.8
13875381,-35.5
13875392,-39.9
13875432,32.9
13875441,31.3
13876103,-9.4
13876621,1.7
13881329,2.5
13881395,24.5
13881571,11.5
13882337,-16.3
13882366,-5.5
13884495,32.7
13885245,-29.2
13887609,110
17967090,139.8
21105699,112
21105795,105.7
21105848,42.8
21105859,25
21105867,1.5
21105871,11.5
21105876,3.5
21105878,58.2
21105887,33.5
21105889,13.8
21105900,-71
21105905,-77
21105932,27.5
21105936,5.8
21105937,0.2
21105987,-31
21105998,50.5
21106008,43.5
21106013,44.8
21106014,10.6
21106015,-66.2
21106016,-49.6
21106017,114.8
21106018,66.8
21106019,46.5
21106020,83.8
21106032,-37.6
21106035,31.6
21106036,9.6
21106037,26.6
21106095,41
21106102,-62
21106111,44.5
21106112,13.8
21106121,66.3
21106124,81
21106127,37.6
21106133,2.9
21106134,0
21106145,79.5
21106146,15.8
21106155,3.1
21106163,139.4
21106167,28.6
21106169,-43.7
21106171,121
21106172,68.1
21106174,-45
21106178,-64.3
21106179,-157.6
21106365,185.3
21106470,29
21106481,54.8
21106505,-53.3
21106506,89.2
21106513,44.5
21106517,-15.1
21106518,97.2
21106520,-18.1
21106521,-44.8
21106522,-21.2
21106525,-4.9
21106526,-72.6
21106529,33.5
21106540,47.2
21106560,-90.8
21106561,-88.2
21106562,-43.2
21106571,54.2
21106574,61.8
21106576,37.1
21106577,43.7
21106578,9.9
21106581,80.3
21106583,-44.3
21106584,41.1
21106585,50.5
21106900,114.5
21108245,18.5
21108549,4.2
21108577,49.7
21109330,43.3
21111723,53.2
21111758,-7.5
21111768,62.8
21111772,95.2
21111774,71.3
21111776,23.7
21111781,37.5
21111785,42.2
21111786,55
21111798,-5.8
21111804,45.8
21111805,-82.8
21111810,23.3
21111816,30.3
21111817,21.2
21111819,17.5
21111840,57
21111842,52.8
21111849,71
21111850,4.5
21111865,55.7
21111882,-68
21111896,55.3
21111905,-13.2
21112244,1
21112332,59.8
21112367,76.8
21112533,31.2
21125563,143.2
21132380,-62
21159424,51.5
21159425,7.5
21159439,83.5
21159574,10.2
21159579,36
21159597,42.5
21159598,59.9
21159611,57.5
21159680,-12.2
21168556,50.3
21168731,-41.8
21168808,-63.2
21168823,59.8
21168833,26.7
21168837,37.8
21168838,35.1
21168862,81.8
21168888,-29.9
21169500,20.8
21170125,26.5
21170543,-52.5
21170956,36.5
21170959,101.2
21170967,38.2
21171393,17
21171396,-37.5
21171406,0.9
21171407,-99.1
21171496,21.3
21171506,-27.2
21171513,126.3
21171515,9.7
21171999,43.8
21242790,87
21242799,-62.8
